Data,Method,Models,Initial Disagreement,Final Disagreement,Initial Brier,Final Brier,Theorem 3.1,T1,T2,Brier Scores
Folk_Travel_Data,different features,LogisticRegression,0.106,0.002,"[0.234, 0.246]","[0.234, 0.233]",1. 1 <= 3736.0 |2. 0.234 <= 0.234 and 0.233 <= 0.246 |3. 0.002 < 0.05,0,1,"[[0.234, 0.246], [0.234, 0.233]]"
Folk_Travel_Data,different features,KNeighborsClassifier,0.5,0.043,"[0.273, 0.27]","[0.247, 0.248]",1. 4 <= 3960.0 |2. 0.247 <= 0.273 and 0.248 <= 0.27 |3. 0.043 < 0.05,2,2,"[[0.273, 0.27], [0.255, 0.27], [0.255, 0.255], [0.247, 0.255], [0.247, 0.248]]"
Folk_Travel_Data,different features,DecisionTreeClassifier,0.613,0.019,"[0.408, 0.426]","[0.313, 0.309]",1. 4 <= 4976.0 |2. 0.313 <= 0.408 and 0.309 <= 0.426 |3. 0.019 < 0.05,2,2,"[[0.408, 0.426], [0.408, 0.362], [0.408, 0.309], [0.357, 0.309], [0.313, 0.309]]"
Folk_Travel,different models,"['LogisticRegression', 'KNeighborsClassifier']",0.4,0.03,"[0.232, 0.262]","[0.231, 0.235]",1. 3 <= 3728.0 |2. 0.231 <= 0.232 and 0.235 <= 0.262 |3. 0.03 < 0.05,1,2,"[[0.232, 0.262], [0.232, 0.247], [0.232, 0.235], [0.231, 0.235]]"
Folk_Mobility_Data,different data,KNeighborsClassifier,0.396,0.03,"[0.214, 0.215]","[0.204, 0.206]",1. 3 <= 3280.0 |2. 0.204 <= 0.214 and 0.206 <= 0.215 |3. 0.03 < 0.05,2,1,"[[0.214, 0.215], [0.206, 0.215], [0.206, 0.206], [0.204, 0.206]]"
Folk_Mobility_Data,different data,DecisionTreeClassifier,0.368,0.0,"[0.347, 0.344]","[0.243, 0.243]",1. 4 <= 3888.0 |2. 0.243 <= 0.347 and 0.243 <= 0.344 |3. 0.0 < 0.05,2,2,"[[0.347, 0.344], [0.261, 0.344], [0.261, 0.261], [0.243, 0.261], [0.243, 0.243]]"
Folk_Mobility_Data,different features,KNeighborsClassifier,0.469,0.024,"[0.222, 0.215]","[0.203, 0.204]",1. 4 <= 3256.0 |2. 0.203 <= 0.222 and 0.204 <= 0.215 |3. 0.024 < 0.05,3,1,"[[0.222, 0.215], [0.21, 0.215], [0.21, 0.204], [0.205, 0.204], [0.203, 0.204]]"
Folk_Mobility_Data,different features,DecisionTreeClassifier,0.541,0.0,"[0.289, 0.318]","[0.231, 0.234]",1. 6 <= 3720.0 |2. 0.231 <= 0.289 and 0.234 <= 0.318 |3. 0.0 < 0.05,3,3,"[[0.289, 0.318], [0.289, 0.256], [0.244, 0.256], [0.244, 0.244], [0.244, 0.234], [0.237, 0.234], [0.231, 0.234]]"
Folk_Mobility,different models,"['LogisticRegression', 'KNeighborsClassifier']",0.397,0.044,"[0.191, 0.208]","[0.191, 0.192]",1. 2 <= 3064.0 |2. 0.191 <= 0.191 and 0.192 <= 0.208 |3. 0.044 < 0.05,0,2,"[[0.191, 0.208], [0.191, 0.199], [0.191, 0.192]]"
Community_Data,Dummy,Dummy,0.619,0.008,"[0.208, 0.215]","[0.128, 0.13]",1. 4 <= 2064.0 |2. 0.128 <= 0.208 and 0.13 <= 0.215 |3. 0.008 < 0.05,2,2,"[[0.208, 0.215], [0.208, 0.135], [0.129, 0.135], [0.129, 0.13], [0.128, 0.13]]"
Community_Data,different data,KNeighborsRegressor,0.05,0.023,"[0.024, 0.024]","[0.024, 0.023]",1. 1 <= 376.0 |2. 0.024 <= 0.024 and 0.023 <= 0.024 |3. 0.023 < 0.05,0,1,"[[0.024, 0.024], [0.024, 0.023]]"
Community_Data,different data,DecisionTreeRegressor,0.216,0.018,"[0.038, 0.039]","[0.033, 0.033]",1. 3 <= 528.0 |2. 0.033 <= 0.038 and 0.033 <= 0.039 |3. 0.018 < 0.05,2,1,"[[0.038, 0.039], [0.038, 0.033], [0.033, 0.033], [0.033, 0.033]]"
Community_Data,different data,LinearRegression,0.05,0.018,"[0.021, 0.024]","[0.021, 0.024]",1. 1 <= 360.0 |2. 0.021 <= 0.021 and 0.024 <= 0.024 |3. 0.018 < 0.05,1,0,"[[0.021, 0.024], [0.021, 0.024]]"
Community_Data,different features,KNeighborsRegressor,0.053,0.023,"[0.024, 0.022]","[0.024, 0.022]",1. 1 <= 368.0 |2. 0.024 <= 0.024 and 0.022 <= 0.022 |3. 0.023 < 0.05,0,1,"[[0.024, 0.022], [0.024, 0.022]]"
Community_Data,different features,DecisionTreeRegressor,0.195,0.05,"[0.036, 0.036]","[0.029, 0.031]",1. 2 <= 480.0 |2. 0.029 <= 0.036 and 0.031 <= 0.036 |3. 0.05 < 0.05,1,1,"[[0.036, 0.036], [0.029, 0.036], [0.029, 0.031]]"
Community,different models,"['KNeighborsRegressor', 'DecisionTreeRegressor']",0.18,0.018,"[0.022, 0.039]","[0.022, 0.027]",1. 2 <= 392.0 |2. 0.022 <= 0.022 and 0.027 <= 0.039 |3. 0.018 < 0.05,0,2,"[[0.022, 0.039], [0.022, 0.03], [0.022, 0.027]]"
Community,different models,"['DecisionTreeRegressor', 'LinearRegression']",0.168,0.005,"[0.039, 0.02]","[0.026, 0.02]",1. 2 <= 368.0 |2. 0.026 <= 0.039 and 0.02 <= 0.02 |3. 0.005 < 0.05,2,0,"[[0.039, 0.02], [0.036, 0.02], [0.026, 0.02]]"
Compas_Data,different data,KNeighborsClassifier,0.38,0.055,"[0.252, 0.25]","[0.233, 0.244]",1. 3 <= 3816.0 |2. 0.233 <= 0.252 and 0.244 <= 0.25 |3. 0.055 < 0.05,2,1,"[[0.252, 0.25], [0.252, 0.244], [0.241, 0.244], [0.233, 0.244]]"
Compas_Data,different data,DecisionTreeClassifier,0.35,0.029,"[0.264, 0.257]","[0.243, 0.238]",1. 5 <= 3848.0 |2. 0.243 <= 0.264 and 0.238 <= 0.257 |3. 0.029 < 0.05,2,3,"[[0.264, 0.257], [0.264, 0.246], [0.248, 0.246], [0.248, 0.242], [0.243, 0.242], [0.243, 0.238]]"
Compas_Data,different features,LogisticRegression,0.265,0.015,"[0.209, 0.238]","[0.209, 0.222]",1. 2 <= 3448.0 |2. 0.209 <= 0.209 and 0.222 <= 0.238 |3. 0.015 < 0.05,0,2,"[[0.209, 0.238], [0.209, 0.229], [0.209, 0.222]]"
Compas_Data,different features,KNeighborsClassifier,0.497,0.039,"[0.255, 0.25]","[0.233, 0.233]",1. 3 <= 3728.0 |2. 0.233 <= 0.255 and 0.233 <= 0.25 |3. 0.039 < 0.05,1,2,"[[0.255, 0.25], [0.233, 0.25], [0.233, 0.239], [0.233, 0.233]]"
Compas_Data,different features,DecisionTreeClassifier,0.374,0.035,"[0.211, 0.234]","[0.211, 0.218]",1. 2 <= 3432.0 |2. 0.211 <= 0.211 and 0.218 <= 0.234 |3. 0.035 < 0.05,0,2,"[[0.211, 0.234], [0.211, 0.225], [0.211, 0.218]]"
Compas,different models,"['LogisticRegression', 'KNeighborsClassifier']",0.402,0.015,"[0.208, 0.25]","[0.208, 0.217]",1. 2 <= 3400.0 |2. 0.208 <= 0.208 and 0.217 <= 0.25 |3. 0.015 < 0.05,0,2,"[[0.208, 0.25], [0.208, 0.232], [0.208, 0.217]]"
Compas,different models,"['LogisticRegression', 'DecisionTreeClassifier']",0.214,0.049,"[0.208, 0.241]","[0.208, 0.212]",1. 2 <= 3360.0 |2. 0.208 <= 0.208 and 0.212 <= 0.241 |3. 0.049 < 0.05,0,2,"[[0.208, 0.241], [0.208, 0.223], [0.208, 0.212]]"
Compas,different models,"['KNeighborsClassifier', 'DecisionTreeClassifier']",0.275,0.041,"[0.25, 0.242]","[0.232, 0.24]",1. 3 <= 3776.0 |2. 0.232 <= 0.25 and 0.24 <= 0.242 |3. 0.041 < 0.05,2,1,"[[0.25, 0.242], [0.241, 0.242], [0.241, 0.24], [0.232, 0.24]]"
Adult_Data,different data,KNeighborsClassifier,0.219,0.042,"[0.147, 0.143]","[0.138, 0.136]",1. 2 <= 2192.0 |2. 0.138 <= 0.147 and 0.136 <= 0.143 |3. 0.042 < 0.05,1,1,"[[0.147, 0.143], [0.138, 0.143], [0.138, 0.136]]"
Adult_Data,different data,DecisionTreeClassifier,0.253,0.0,"[0.218, 0.21]","[0.162, 0.161]",1. 4 <= 2584.0 |2. 0.162 <= 0.218 and 0.161 <= 0.21 |3. 0.0 < 0.05,2,2,"[[0.218, 0.21], [0.218, 0.174], [0.179, 0.174], [0.162, 0.174], [0.162, 0.161]]"
Adult_Data,different features,LogisticRegression,0.259,0.03,"[0.121, 0.136]","[0.121, 0.122]",1. 2 <= 1944.0 |2. 0.121 <= 0.121 and 0.122 <= 0.136 |3. 0.03 < 0.05,0,2,"[[0.121, 0.136], [0.121, 0.128], [0.121, 0.122]]"
Adult_Data,different features,KNeighborsClassifier,0.318,0.035,"[0.145, 0.172]","[0.138, 0.141]",1. 4 <= 2232.0 |2. 0.138 <= 0.145 and 0.141 <= 0.172 |3. 0.035 < 0.05,2,2,"[[0.145, 0.172], [0.145, 0.151], [0.145, 0.141], [0.138, 0.141], [0.138, 0.141]]"
Adult_Data,different features,DecisionTreeClassifier,0.361,0.043,"[0.169, 0.146]","[0.132, 0.135]",1. 4 <= 2136.0 |2. 0.132 <= 0.169 and 0.135 <= 0.146 |3. 0.043 < 0.05,3,1,"[[0.169, 0.146], [0.143, 0.146], [0.135, 0.146], [0.135, 0.135], [0.132, 0.135]]"
Adult,different models,"['LogisticRegression', 'KNeighborsClassifier']",0.214,0.019,"[0.115, 0.141]","[0.115, 0.122]",1. 2 <= 1896.0 |2. 0.115 <= 0.115 and 0.122 <= 0.141 |3. 0.019 < 0.05,0,2,"[[0.115, 0.141], [0.115, 0.129], [0.115, 0.122]]"
German_Data,different data,LogisticRegression,0.295,0.05,"[0.178, 0.185]","[0.186, 0.185]",1. 2 <= 2968.0 |2. 0.186 <= 0.178 and 0.185 <= 0.185 |3. 0.05 < 0.05,1,1,"[[0.178, 0.185], [0.186, 0.185], [0.186, 0.185]]"
German_Data,different data,KNeighborsClassifier,0.285,0.03,"[0.208, 0.229]","[0.206, 0.213]",1. 3 <= 3352.0 |2. 0.206 <= 0.208 and 0.213 <= 0.229 |3. 0.03 < 0.05,1,2,"[[0.208, 0.229], [0.206, 0.229], [0.206, 0.215], [0.206, 0.213]]"
German_Data,different data,DecisionTreeClassifier,0.305,0.0,"[0.355, 0.34]","[0.266, 0.266]",1. 4 <= 4256.0 |2. 0.266 <= 0.355 and 0.266 <= 0.34 |3. 0.0 < 0.05,2,2,"[[0.355, 0.34], [0.355, 0.274], [0.287, 0.274], [0.287, 0.266], [0.266, 0.266]]"
German_Data,different features,LogisticRegression,0.36,0.025,"[0.169, 0.192]","[0.18, 0.192]",1. 2 <= 2976.0 |2. 0.18 <= 0.169 and 0.192 <= 0.192 |3. 0.025 < 0.05,2,0,"[[0.169, 0.192], [0.179, 0.192], [0.18, 0.192]]"
German_Data,different features,KNeighborsClassifier,0.31,0.005,"[0.194, 0.215]","[0.191, 0.188]",1. 4 <= 3032.0 |2. 0.191 <= 0.194 and 0.188 <= 0.215 |3. 0.005 < 0.05,1,3,"[[0.194, 0.215], [0.194, 0.2], [0.194, 0.192], [0.194, 0.188], [0.191, 0.188]]"
German_Data,different features,DecisionTreeClassifier,0.39,0.0,"[0.315, 0.415]","[0.253, 0.253]",1. 4 <= 4048.0 |2. 0.253 <= 0.315 and 0.253 <= 0.415 |3. 0.0 < 0.05,2,2,"[[0.315, 0.415], [0.315, 0.296], [0.256, 0.296], [0.256, 0.253], [0.253, 0.253]]"
German,different models,"['LogisticRegression', 'KNeighborsClassifier']",0.34,0.035,"[0.168, 0.215]","[0.169, 0.182]",1. 3 <= 2808.0 |2. 0.169 <= 0.168 and 0.182 <= 0.215 |3. 0.035 < 0.05,1,2,"[[0.168, 0.215], [0.168, 0.195], [0.168, 0.182], [0.169, 0.182]]"
Folk_Income_Data,different data,KNeighborsClassifier,0.242,0.05,"[0.168, 0.169]","[0.161, 0.162]",1. 2 <= 2584.0 |2. 0.161 <= 0.168 and 0.162 <= 0.169 |3. 0.05 < 0.05,1,1,"[[0.168, 0.169], [0.168, 0.162], [0.161, 0.162]]"
Folk_Income_Data,different data,DecisionTreeClassifier,0.28,0.0,"[0.263, 0.261]","[0.192, 0.192]",1. 4 <= 3072.0 |2. 0.192 <= 0.263 and 0.192 <= 0.261 |3. 0.0 < 0.05,2,2,"[[0.263, 0.261], [0.218, 0.261], [0.218, 0.218], [0.192, 0.218], [0.192, 0.192]]"
Folk_Income_Data,different features,LogisticRegression,0.397,0.036,"[0.162, 0.187]","[0.161, 0.163]",1. 3 <= 2592.0 |2. 0.161 <= 0.162 and 0.163 <= 0.187 |3. 0.036 < 0.05,1,2,"[[0.162, 0.187], [0.162, 0.173], [0.162, 0.163], [0.161, 0.163]]"
Folk_Income_Data,different features,KNeighborsClassifier,0.404,0.029,"[0.181, 0.197]","[0.168, 0.165]",1. 5 <= 2664.0 |2. 0.168 <= 0.181 and 0.165 <= 0.197 |3. 0.029 < 0.05,2,3,"[[0.181, 0.197], [0.181, 0.18], [0.181, 0.166], [0.173, 0.166], [0.168, 0.166], [0.168, 0.165]]"
Folk_Income_Data,different features,DecisionTreeClassifier,0.546,0.0,"[0.218, 0.27]","[0.185, 0.186]",1. 6 <= 2968.0 |2. 0.185 <= 0.218 and 0.186 <= 0.27 |3. 0.0 < 0.05,3,3,"[[0.218, 0.27], [0.218, 0.216], [0.218, 0.187], [0.2, 0.187], [0.187, 0.187], [0.185, 0.187], [0.185, 0.186]]"
Folk_Income,different models,"['LogisticRegression', 'KNeighborsClassifier']",0.285,0.043,"[0.145, 0.165]","[0.145, 0.148]",1. 2 <= 2344.0 |2. 0.145 <= 0.145 and 0.148 <= 0.165 |3. 0.043 < 0.05,0,2,"[[0.145, 0.165], [0.145, 0.156], [0.145, 0.148]]"
Folk_Travel_Data,different data,KNeighborsClassifier,0.39,0.016,"[0.26, 0.265]","[0.247, 0.249]",1. 4 <= 3968.0 |2. 0.247 <= 0.26 and 0.249 <= 0.265 |3. 0.016 < 0.05,2,2,"[[0.26, 0.265], [0.251, 0.265], [0.251, 0.254], [0.251, 0.249], [0.247, 0.249]]"
Folk_Travel_Data,different data,DecisionTreeClassifier,0.418,0.0,"[0.417, 0.408]","[0.308, 0.308]",1. 4 <= 4928.0 |2. 0.308 <= 0.417 and 0.308 <= 0.408 |3. 0.0 < 0.05,2,2,"[[0.417, 0.408], [0.364, 0.408], [0.308, 0.408], [0.308, 0.36], [0.308, 0.308]]"
Folk_Travel_Data,different features,LogisticRegression,0.106,0.002,"[0.248, 0.233]","[0.234, 0.233]",1. 1 <= 3736.0 |2. 0.234 <= 0.248 and 0.233 <= 0.233 |3. 0.002 < 0.05,1,0,"[[0.248, 0.233], [0.234, 0.233]]"
Folk_Travel_Data,different features,KNeighborsClassifier,0.472,0.035,"[0.266, 0.288]","[0.252, 0.258]",1. 4 <= 4080.0 |2. 0.252 <= 0.266 and 0.258 <= 0.288 |3. 0.035 < 0.05,2,2,"[[0.266, 0.288], [0.266, 0.266], [0.255, 0.266], [0.255, 0.258], [0.252, 0.258]]"
Folk_Travel_Data,different features,DecisionTreeClassifier,0.573,0.0,"[0.443, 0.408]","[0.325, 0.326]",1. 4 <= 5208.0 |2. 0.325 <= 0.443 and 0.326 <= 0.408 |3. 0.0 < 0.05,2,2,"[[0.443, 0.408], [0.377, 0.408], [0.325, 0.408], [0.325, 0.357], [0.325, 0.326]]"
Folk_Travel,different models,"['LogisticRegression', 'KNeighborsClassifier']",0.4,0.03,"[0.232, 0.262]","[0.231, 0.235]",1. 3 <= 3728.0 |2. 0.231 <= 0.232 and 0.235 <= 0.262 |3. 0.03 < 0.05,1,2,"[[0.232, 0.262], [0.232, 0.247], [0.232, 0.235], [0.231, 0.235]]"
Folk_Mobility_Data,different data,KNeighborsClassifier,0.402,0.031,"[0.214, 0.215]","[0.205, 0.203]",1. 3 <= 3264.0 |2. 0.205 <= 0.214 and 0.203 <= 0.215 |3. 0.031 < 0.05,1,2,"[[0.214, 0.215], [0.214, 0.205], [0.205, 0.205], [0.205, 0.203]]"
Folk_Mobility_Data,different data,DecisionTreeClassifier,0.364,0.0,"[0.334, 0.338]","[0.235, 0.235]",1. 4 <= 3760.0 |2. 0.235 <= 0.334 and 0.235 <= 0.338 |3. 0.0 < 0.05,2,2,"[[0.334, 0.338], [0.252, 0.338], [0.252, 0.253], [0.235, 0.253], [0.235, 0.235]]"
Folk_Mobility_Data,different features,KNeighborsClassifier,0.475,0.017,"[0.223, 0.207]","[0.203, 0.197]",1. 4 <= 3200.0 |2. 0.203 <= 0.223 and 0.197 <= 0.207 |3. 0.017 < 0.05,2,2,"[[0.223, 0.207], [0.207, 0.207], [0.207, 0.199], [0.203, 0.199], [0.203, 0.197]]"
Folk_Mobility_Data,different features,DecisionTreeClassifier,0.583,0.0,"[0.319, 0.278]","[0.236, 0.231]",1. 5 <= 3736.0 |2. 0.236 <= 0.319 and 0.231 <= 0.278 |3. 0.0 < 0.05,2,3,"[[0.319, 0.278], [0.243, 0.278], [0.243, 0.253], [0.243, 0.241], [0.243, 0.231], [0.236, 0.231]]"
Folk_Mobility,different models,"['LogisticRegression', 'KNeighborsClassifier']",0.397,0.044,"[0.191, 0.208]","[0.191, 0.192]",1. 2 <= 3064.0 |2. 0.191 <= 0.191 and 0.192 <= 0.208 |3. 0.044 < 0.05,0,2,"[[0.191, 0.208], [0.191, 0.199], [0.191, 0.192]]"
Community_Data,Dummy,Dummy,0.607,0.01,"[0.223, 0.201]","[0.132, 0.129]",1. 4 <= 2088.0 |2. 0.132 <= 0.223 and 0.129 <= 0.201 |3. 0.01 < 0.05,2,2,"[[0.223, 0.201], [0.136, 0.201], [0.136, 0.13], [0.136, 0.129], [0.132, 0.129]]"
Community_Data,different data,DecisionTreeRegressor,0.243,0.035,"[0.046, 0.036]","[0.032, 0.032]",1. 3 <= 512.0 |2. 0.032 <= 0.046 and 0.032 <= 0.036 |3. 0.035 < 0.05,2,1,"[[0.046, 0.036], [0.034, 0.036], [0.034, 0.032], [0.032, 0.032]]"
Community_Data,different data,LinearRegression,0.073,0.025,"[0.023, 0.024]","[0.021, 0.024]",1. 1 <= 360.0 |2. 0.021 <= 0.023 and 0.024 <= 0.024 |3. 0.025 < 0.05,1,0,"[[0.023, 0.024], [0.021, 0.024]]"
Community_Data,different features,KNeighborsRegressor,0.05,0.023,"[0.025, 0.022]","[0.025, 0.023]",1. 1 <= 384.0 |2. 0.025 <= 0.025 and 0.023 <= 0.022 |3. 0.023 < 0.05,0,1,"[[0.025, 0.022], [0.025, 0.023]]"
Community_Data,different features,DecisionTreeRegressor,0.183,0.018,"[0.036, 0.038]","[0.03, 0.034]",1. 3 <= 512.0 |2. 0.03 <= 0.036 and 0.034 <= 0.038 |3. 0.018 < 0.05,2,1,"[[0.036, 0.038], [0.033, 0.038], [0.03, 0.038], [0.03, 0.034]]"
Community,different models,"['KNeighborsRegressor', 'DecisionTreeRegressor']",0.18,0.015,"[0.022, 0.039]","[0.022, 0.026]",1. 2 <= 384.0 |2. 0.022 <= 0.022 and 0.026 <= 0.039 |3. 0.015 < 0.05,0,2,"[[0.022, 0.039], [0.022, 0.029], [0.022, 0.026]]"
Community,different models,"['DecisionTreeRegressor', 'LinearRegression']",0.183,0.01,"[0.04, 0.02]","[0.027, 0.02]",1. 2 <= 376.0 |2. 0.027 <= 0.04 and 0.02 <= 0.02 |3. 0.01 < 0.05,2,0,"[[0.04, 0.02], [0.029, 0.02], [0.027, 0.02]]"
Compas_Data,different data,KNeighborsClassifier,0.38,0.032,"[0.258, 0.228]","[0.232, 0.225]",1. 4 <= 3656.0 |2. 0.232 <= 0.258 and 0.225 <= 0.228 |3. 0.032 < 0.05,2,2,"[[0.258, 0.228], [0.247, 0.228], [0.232, 0.228], [0.232, 0.227], [0.232, 0.225]]"
Compas_Data,different data,DecisionTreeClassifier,0.432,0.029,"[0.262, 0.271]","[0.243, 0.24]",1. 5 <= 3864.0 |2. 0.243 <= 0.262 and 0.24 <= 0.271 |3. 0.029 < 0.05,2,3,"[[0.262, 0.271], [0.262, 0.262], [0.262, 0.246], [0.255, 0.246], [0.243, 0.246], [0.243, 0.24]]"
Compas_Data,different features,LogisticRegression,0.248,0.025,"[0.216, 0.221]","[0.214, 0.221]",1. 2 <= 3480.0 |2. 0.214 <= 0.216 and 0.221 <= 0.221 |3. 0.025 < 0.05,2,0,"[[0.216, 0.221], [0.214, 0.221], [0.214, 0.221]]"
Compas_Data,different features,KNeighborsClassifier,0.523,0.019,"[0.272, 0.252]","[0.239, 0.234]",1. 4 <= 3784.0 |2. 0.239 <= 0.272 and 0.234 <= 0.252 |3. 0.019 < 0.05,2,2,"[[0.272, 0.252], [0.242, 0.252], [0.242, 0.242], [0.242, 0.234], [0.239, 0.234]]"
Compas_Data,different features,DecisionTreeClassifier,0.364,0.051,"[0.24, 0.216]","[0.22, 0.216]",1. 2 <= 3488.0 |2. 0.22 <= 0.24 and 0.216 <= 0.216 |3. 0.051 < 0.05,2,0,"[[0.24, 0.216], [0.228, 0.216], [0.22, 0.216]]"
Compas,different models,"['LogisticRegression', 'KNeighborsClassifier']",0.402,0.015,"[0.208, 0.25]","[0.208, 0.217]",1. 2 <= 3400.0 |2. 0.208 <= 0.208 and 0.217 <= 0.25 |3. 0.015 < 0.05,0,2,"[[0.208, 0.25], [0.208, 0.232], [0.208, 0.217]]"
Compas,different models,"['LogisticRegression', 'DecisionTreeClassifier']",0.213,0.053,"[0.208, 0.241]","[0.208, 0.212]",1. 2 <= 3360.0 |2. 0.208 <= 0.208 and 0.212 <= 0.241 |3. 0.053 < 0.05,0,2,"[[0.208, 0.241], [0.208, 0.224], [0.208, 0.212]]"
Compas,different models,"['KNeighborsClassifier', 'DecisionTreeClassifier']",0.276,0.041,"[0.25, 0.242]","[0.232, 0.24]",1. 3 <= 3776.0 |2. 0.232 <= 0.25 and 0.24 <= 0.242 |3. 0.041 < 0.05,2,1,"[[0.25, 0.242], [0.241, 0.242], [0.241, 0.24], [0.232, 0.24]]"
Adult_Data,different data,KNeighborsClassifier,0.21,0.045,"[0.143, 0.149]","[0.134, 0.137]",1. 2 <= 2168.0 |2. 0.134 <= 0.143 and 0.137 <= 0.149 |3. 0.045 < 0.05,1,1,"[[0.143, 0.149], [0.143, 0.137], [0.134, 0.137]]"
Adult_Data,different data,DecisionTreeClassifier,0.251,0.0,"[0.205, 0.214]","[0.157, 0.157]",1. 4 <= 2512.0 |2. 0.157 <= 0.205 and 0.157 <= 0.214 |3. 0.0 < 0.05,2,2,"[[0.205, 0.214], [0.205, 0.173], [0.17, 0.173], [0.17, 0.157], [0.157, 0.157]]"
Adult_Data,different features,LogisticRegression,0.228,0.023,"[0.119, 0.135]","[0.119, 0.12]",1. 2 <= 1912.0 |2. 0.119 <= 0.119 and 0.12 <= 0.135 |3. 0.023 < 0.05,0,2,"[[0.119, 0.135], [0.119, 0.126], [0.119, 0.12]]"
Adult_Data,different features,KNeighborsClassifier,0.401,0.042,"[0.136, 0.184]","[0.133, 0.137]",1. 3 <= 2160.0 |2. 0.133 <= 0.136 and 0.137 <= 0.184 |3. 0.042 < 0.05,1,2,"[[0.136, 0.184], [0.136, 0.157], [0.136, 0.137], [0.133, 0.137]]"
Adult_Data,different features,DecisionTreeClassifier,0.465,0.041,"[0.18, 0.162]","[0.144, 0.144]",1. 5 <= 2304.0 |2. 0.144 <= 0.18 and 0.144 <= 0.162 |3. 0.041 < 0.05,3,2,"[[0.18, 0.162], [0.154, 0.162], [0.154, 0.148], [0.149, 0.148], [0.144, 0.148], [0.144, 0.144]]"
Adult,different models,"['LogisticRegression', 'KNeighborsClassifier']",0.214,0.019,"[0.115, 0.141]","[0.115, 0.122]",1. 2 <= 1896.0 |2. 0.115 <= 0.115 and 0.122 <= 0.141 |3. 0.019 < 0.05,0,2,"[[0.115, 0.141], [0.115, 0.129], [0.115, 0.122]]"
German_Data,different data,LogisticRegression,0.26,0.01,"[0.187, 0.172]","[0.175, 0.172]",1. 2 <= 2776.0 |2. 0.175 <= 0.187 and 0.172 <= 0.172 |3. 0.01 < 0.05,2,0,"[[0.187, 0.172], [0.175, 0.172], [0.175, 0.172]]"
German_Data,different data,KNeighborsClassifier,0.26,0.035,"[0.208, 0.216]","[0.201, 0.215]",1. 3 <= 3328.0 |2. 0.201 <= 0.208 and 0.215 <= 0.216 |3. 0.035 < 0.05,1,2,"[[0.208, 0.216], [0.208, 0.214], [0.201, 0.214], [0.201, 0.215]]"
German_Data,different data,DecisionTreeClassifier,0.405,0.0,"[0.3, 0.345]","[0.207, 0.207]",1. 4 <= 3312.0 |2. 0.207 <= 0.3 and 0.207 <= 0.345 |3. 0.0 < 0.05,2,2,"[[0.3, 0.345], [0.3, 0.223], [0.229, 0.223], [0.207, 0.223], [0.207, 0.207]]"
German_Data,different features,LogisticRegression,0.375,0.06,"[0.205, 0.168]","[0.192, 0.178]",1. 3 <= 2960.0 |2. 0.192 <= 0.205 and 0.178 <= 0.168 |3. 0.06 < 0.05,1,2,"[[0.205, 0.168], [0.192, 0.168], [0.192, 0.176], [0.192, 0.178]]"
German_Data,different features,KNeighborsClassifier,0.395,0.005,"[0.25, 0.208]","[0.21, 0.215]",1. 4 <= 3400.0 |2. 0.21 <= 0.25 and 0.215 <= 0.208 |3. 0.005 < 0.05,3,1,"[[0.25, 0.208], [0.22, 0.208], [0.209, 0.208], [0.209, 0.215], [0.21, 0.215]]"
German_Data,different features,DecisionTreeClassifier,0.345,0.0,"[0.295, 0.32]","[0.223, 0.223]",1. 4 <= 3568.0 |2. 0.223 <= 0.295 and 0.223 <= 0.32 |3. 0.0 < 0.05,2,2,"[[0.295, 0.32], [0.247, 0.32], [0.247, 0.251], [0.223, 0.251], [0.223, 0.223]]"
German,different models,"['LogisticRegression', 'KNeighborsClassifier']",0.34,0.035,"[0.168, 0.215]","[0.169, 0.182]",1. 3 <= 2808.0 |2. 0.169 <= 0.168 and 0.182 <= 0.215 |3. 0.035 < 0.05,1,2,"[[0.168, 0.215], [0.168, 0.195], [0.168, 0.182], [0.169, 0.182]]"
Folk_Income_Data,different data,KNeighborsClassifier,0.24,0.05,"[0.169, 0.169]","[0.163, 0.162]",1. 2 <= 2600.0 |2. 0.163 <= 0.169 and 0.162 <= 0.169 |3. 0.05 < 0.05,1,1,"[[0.169, 0.169], [0.163, 0.169], [0.163, 0.162]]"
Folk_Income_Data,different data,DecisionTreeClassifier,0.281,0.0,"[0.264, 0.263]","[0.193, 0.193]",1. 4 <= 3088.0 |2. 0.193 <= 0.264 and 0.193 <= 0.263 |3. 0.0 < 0.05,2,2,"[[0.264, 0.263], [0.22, 0.263], [0.22, 0.219], [0.193, 0.219], [0.193, 0.193]]"
Folk_Income_Data,different features,LogisticRegression,0.411,0.049,"[0.154, 0.189]","[0.154, 0.158]",1. 2 <= 2496.0 |2. 0.154 <= 0.154 and 0.158 <= 0.189 |3. 0.049 < 0.05,0,2,"[[0.154, 0.189], [0.154, 0.172], [0.154, 0.158]]"
Folk_Income_Data,different features,KNeighborsClassifier,0.388,0.05,"[0.204, 0.167]","[0.164, 0.159]",1. 4 <= 2584.0 |2. 0.164 <= 0.204 and 0.159 <= 0.167 |3. 0.05 < 0.05,2,2,"[[0.204, 0.167], [0.182, 0.167], [0.164, 0.167], [0.164, 0.161], [0.164, 0.159]]"
