Data,Method,Models,Initial Disagreement,Final Disagreement,Initial Brier,Final Brier,Theorem 3.1,T1,T2,Brier Scores
Twin_Data,different models,"['T_learner', 'Tree']",0.594,0.35,"[0.027, 0.024]","[0.024, 0.024]",1. 51 <= 48000.0 |2. 0.024 <= 0.027 and 0.024 <= 0.024 |3. 0.35 < 0.01,51,0,"[[0.027, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024]]"
Twin_Data,different models,"['T_learner', 'Forest']",0.496,0.0,"[0.026, 0.023]","[0.024, 0.023]",1. 6 <= 47000.0 |2. 0.024 <= 0.026 and 0.023 <= 0.023 |3. 0.0 < 0.01,2,4,"[[0.026, 0.023], [0.024, 0.023], [0.024, 0.023], [0.024, 0.023], [0.024, 0.023], [0.024, 0.023], [0.024, 0.023]]"
Twin_Data,different models,"['X_learner', 'Tree']",0.517,0.0,"[0.03, 0.026]","[0.027, 0.027]",1. 4 <= 54000.0 |2. 0.027 <= 0.03 and 0.027 <= 0.026 |3. 0.0 < 0.01,1,3,"[[0.03, 0.026], [0.027, 0.026], [0.027, 0.027], [0.027, 0.028], [0.027, 0.027]]"
Twin_Data,different models,"['X_learner', 'Forest']",0.483,0.0,"[0.029, 0.025]","[0.026, 0.026]",1. 5 <= 52000.0 |2. 0.026 <= 0.029 and 0.026 <= 0.025 |3. 0.0 < 0.01,1,4,"[[0.029, 0.025], [0.026, 0.025], [0.026, 0.026], [0.026, 0.026], [0.026, 0.026], [0.026, 0.026]]"
Twin_Data,different models,"['Tree', 'Forest']",0.132,0.051,"[0.026, 0.026]","[0.026, 0.026]",1. 51 <= 52000.0 |2. 0.026 <= 0.026 and 0.026 <= 0.026 |3. 0.051 < 0.01,51,0,"[[0.026, 0.026], [0.026, 0.026], [0.026, 0.026], [0.026, 0.026], [0.026, 0.026], [0.026, 0.026], [0.026, 0.026], [0.026, 0.026], [0.026, 0.026], [0.026, 0.026], [0.026, 0.026], [0.026, 0.026], [0.026, 0.026], [0.026, 0.026], [0.026, 0.026], [0.026, 0.026], [0.026, 0.026], [0.026, 0.026], [0.026, 0.026], [0.026, 0.026], [0.026, 0.026], [0.026, 0.026], [0.026, 0.026], [0.026, 0.026], [0.026, 0.026], [0.026, 0.026], [0.026, 0.026], [0.026, 0.026], [0.026, 0.026], [0.026, 0.026], [0.026, 0.026], [0.026, 0.026], [0.026, 0.026], [0.026, 0.026], [0.026, 0.026], [0.026, 0.026], [0.026, 0.026], [0.026, 0.026], [0.026, 0.026], [0.026, 0.026], [0.026, 0.026], [0.026, 0.026], [0.026, 0.026], [0.026, 0.026], [0.026, 0.026], [0.026, 0.026], [0.026, 0.026], [0.026, 0.026], [0.026, 0.026], [0.026, 0.026], [0.026, 0.026], [0.026, 0.026]]"
National_Study_Data,different data,S_learner,0.814,0.012,"[0.086, 0.113]","[0.079, 0.079]",1. 12 <= 158000.0 |2. 0.079 <= 0.086 and 0.079 <= 0.113 |3. 0.012 < 0.01,6,6,"[[0.086, 0.113], [0.086, 0.093], [0.083, 0.093], [0.081, 0.093], [0.081, 0.091], [0.081, 0.085], [0.081, 0.084], [0.079, 0.084], [0.079, 0.08], [0.078, 0.08], [0.078, 0.079], [0.078, 0.079], [0.079, 0.079]]"
National_Study_Data,different data,T_learner,0.919,0.0,"[0.111, 0.152]","[0.102, 0.101]",1. 13 <= 203000.0 |2. 0.102 <= 0.111 and 0.101 <= 0.152 |3. 0.0 < 0.01,5,8,"[[0.111, 0.152], [0.111, 0.134], [0.111, 0.107], [0.108, 0.107], [0.108, 0.101], [0.103, 0.101], [0.103, 0.099], [0.099, 0.099], [0.099, 0.095], [0.099, 0.1], [0.099, 0.099], [0.104, 0.099], [0.104, 0.101], [0.102, 0.101]]"
National_Study_Data,different data,X_learner,0.953,0.012,"[0.115, 0.146]","[0.109, 0.111]",1. 14 <= 220000.0 |2. 0.109 <= 0.115 and 0.111 <= 0.146 |3. 0.012 < 0.01,9,5,"[[0.115, 0.146], [0.108, 0.146], [0.108, 0.114], [0.095, 0.114], [0.095, 0.106], [0.091, 0.106], [0.091, 0.1], [0.097, 0.1], [0.107, 0.1], [0.098, 0.1], [0.098, 0.107], [0.109, 0.107], [0.104, 0.107], [0.109, 0.107], [0.109, 0.111]]"
National_Study_Data,different data,Tree,0.756,0.0,"[0.064, 0.085]","[0.071, 0.069]",1. 8 <= 140000.0 |2. 0.071 <= 0.064 and 0.069 <= 0.085 |3. 0.0 < 0.01,5,3,"[[0.064, 0.085], [0.064, 0.066], [0.067, 0.066], [0.07, 0.066], [0.07, 0.068], [0.07, 0.069], [0.072, 0.069], [0.071, 0.069], [0.071, 0.069]]"
National_Study_Data,different models,"['R_learner', 'T_learner']",0.651,0.0,"[0.065, 0.094]","[0.072, 0.074]",1. 11 <= 146000.0 |2. 0.072 <= 0.065 and 0.074 <= 0.094 |3. 0.0 < 0.01,5,6,"[[0.065, 0.094], [0.065, 0.076], [0.065, 0.068], [0.065, 0.066], [0.065, 0.071], [0.07, 0.071], [0.07, 0.071], [0.069, 0.071], [0.072, 0.071], [0.07, 0.071], [0.07, 0.074], [0.072, 0.074]]"
National_Study_Data,different models,"['R_learner', 'Tree']",0.779,0.0,"[0.053, 0.055]","[0.055, 0.055]",1. 10 <= 110000.0 |2. 0.055 <= 0.053 and 0.055 <= 0.055 |3. 0.0 < 0.01,5,5,"[[0.053, 0.055], [0.053, 0.052], [0.053, 0.052], [0.053, 0.049], [0.053, 0.051], [0.052, 0.051], [0.052, 0.051], [0.052, 0.052], [0.053, 0.052], [0.055, 0.052], [0.055, 0.055]]"
National_Study_Data,different models,"['S_learner', 'T_learner']",0.663,0.0,"[0.052, 0.076]","[0.051, 0.051]",1. 7 <= 102000.0 |2. 0.051 <= 0.052 and 0.051 <= 0.076 |3. 0.0 < 0.01,2,5,"[[0.052, 0.076], [0.052, 0.067], [0.052, 0.055], [0.052, 0.053], [0.052, 0.052], [0.051, 0.052], [0.051, 0.051], [0.051, 0.051]]"
National_Study_Data,different models,"['S_learner', 'X_learner']",0.733,0.0,"[0.067, 0.093]","[0.074, 0.074]",1. 5 <= 148000.0 |2. 0.074 <= 0.067 and 0.074 <= 0.093 |3. 0.0 < 0.01,2,3,"[[0.067, 0.093], [0.067, 0.079], [0.074, 0.079], [0.074, 0.074], [0.074, 0.074], [0.074, 0.074]]"
National_Study_Data,different models,"['S_learner', 'Forest']",0.767,0.0,"[0.062, 0.051]","[0.056, 0.057]",1. 7 <= 113000.0 |2. 0.056 <= 0.062 and 0.057 <= 0.051 |3. 0.0 < 0.01,4,3,"[[0.062, 0.051], [0.062, 0.056], [0.061, 0.056], [0.061, 0.058], [0.057, 0.058], [0.056, 0.058], [0.056, 0.057], [0.056, 0.057]]"
National_Study_Data,different models,"['T_learner', 'Tree']",0.86,0.0,"[0.086, 0.068]","[0.067, 0.067]",1. 8 <= 134000.0 |2. 0.067 <= 0.086 and 0.067 <= 0.068 |3. 0.0 < 0.01,4,4,"[[0.086, 0.068], [0.077, 0.068], [0.062, 0.068], [0.064, 0.068], [0.064, 0.067], [0.067, 0.067], [0.067, 0.068], [0.067, 0.067], [0.067, 0.067]]"
National_Study_Data,different models,"['X_learner', 'Tree']",0.872,0.012,"[0.077, 0.051]","[0.055, 0.056]",1. 11 <= 111000.0 |2. 0.055 <= 0.077 and 0.056 <= 0.051 |3. 0.012 < 0.01,7,4,"[[0.077, 0.051], [0.064, 0.051], [0.056, 0.051], [0.056, 0.052], [0.056, 0.053], [0.054, 0.053], [0.053, 0.053], [0.053, 0.053], [0.053, 0.053], [0.055, 0.053], [0.055, 0.054], [0.055, 0.056]]"
National_Study_Data,different models,"['X_learner', 'Forest']",0.849,0.0,"[0.078, 0.05]","[0.049, 0.049]",1. 9 <= 98000.0 |2. 0.049 <= 0.078 and 0.049 <= 0.05 |3. 0.0 < 0.01,8,1,"[[0.078, 0.05], [0.063, 0.05], [0.055, 0.05], [0.052, 0.05], [0.048, 0.05], [0.049, 0.05], [0.051, 0.05], [0.051, 0.049], [0.049, 0.049], [0.049, 0.049]]"
Twin_Data,different data,R_learner,0.188,0.013,"[0.027, 0.029]","[0.027, 0.028]",1. 2 <= 55000.0 |2. 0.027 <= 0.027 and 0.028 <= 0.029 |3. 0.013 < 0.01,0,2,"[[0.027, 0.029], [0.027, 0.028], [0.027, 0.028]]"
Twin_Data,different data,S_learner,0.145,0.009,"[0.032, 0.033]","[0.032, 0.033]",1. 2 <= 65000.0 |2. 0.032 <= 0.032 and 0.033 <= 0.033 |3. 0.009 < 0.01,0,2,"[[0.032, 0.033], [0.032, 0.033], [0.032, 0.033]]"
Twin_Data,different data,T_learner,0.65,0.009,"[0.035, 0.037]","[0.031, 0.031]",1. 5 <= 62000.0 |2. 0.031 <= 0.035 and 0.031 <= 0.037 |3. 0.009 < 0.01,3,2,"[[0.035, 0.037], [0.035, 0.031], [0.032, 0.031], [0.031, 0.031], [0.031, 0.031], [0.031, 0.031]]"
Twin_Data,different data,X_learner,0.53,0.201,"[0.036, 0.038]","[0.036, 0.034]",1. 51 <= 70000.0 |2. 0.036 <= 0.036 and 0.034 <= 0.038 |3. 0.201 < 0.01,0,51,"[[0.036, 0.038], [0.036, 0.034], [0.036, 0.034], [0.036, 0.034], [0.036, 0.034], [0.036, 0.034], [0.036, 0.034], [0.036, 0.034], [0.036, 0.034], [0.036, 0.034], [0.036, 0.034], [0.036, 0.034], [0.036, 0.034], [0.036, 0.034], [0.036, 0.034], [0.036, 0.034], [0.036, 0.034], [0.036, 0.034], [0.036, 0.034], [0.036, 0.034], [0.036, 0.034], [0.036, 0.034], [0.036, 0.034], [0.036, 0.034], [0.036, 0.034], [0.036, 0.034], [0.036, 0.034], [0.036, 0.034], [0.036, 0.034], [0.036, 0.034], [0.036, 0.034], [0.036, 0.034], [0.036, 0.034], [0.036, 0.034], [0.036, 0.034], [0.036, 0.034], [0.036, 0.034], [0.036, 0.034], [0.036, 0.034], [0.036, 0.034], [0.036, 0.034], [0.036, 0.034], [0.036, 0.034], [0.036, 0.034], [0.036, 0.034], [0.036, 0.034], [0.036, 0.034], [0.036, 0.034], [0.036, 0.034], [0.036, 0.034], [0.036, 0.034], [0.036, 0.034]]"
Twin_Data,different data,Tree,0.453,0.0,"[0.03, 0.027]","[0.029, 0.029]",1. 5 <= 58000.0 |2. 0.029 <= 0.03 and 0.029 <= 0.027 |3. 0.0 < 0.01,3,2,"[[0.03, 0.027], [0.03, 0.028], [0.029, 0.028], [0.029, 0.028], [0.029, 0.028], [0.029, 0.029]]"
Twin_Data,different data,Forest,0.171,0.0,"[0.031, 0.03]","[0.032, 0.031]",1. 2 <= 63000.0 |2. 0.032 <= 0.031 and 0.031 <= 0.03 |3. 0.0 < 0.01,1,1,"[[0.031, 0.03], [0.032, 0.03], [0.032, 0.031]]"
Twin_Data,different models,"['R_learner', 'S_learner']",0.0,0.0,"[0.03, 0.03]","[0.03, 0.03]",1. 0 <= 60000.0 |2. 0.03 <= 0.03 and 0.03 <= 0.03 |3. 0.0 < 0.01,0,0,"[[0.03, 0.03]]"
Twin_Data,different models,"['R_learner', 'T_learner']",0.312,0.004,"[0.029, 0.028]","[0.029, 0.029]",1. 3 <= 58000.0 |2. 0.029 <= 0.029 and 0.029 <= 0.028 |3. 0.004 < 0.01,1,2,"[[0.029, 0.028], [0.029, 0.029], [0.029, 0.029], [0.029, 0.029]]"
Twin_Data,different models,"['R_learner', 'X_learner']",0.132,0.103,"[0.031, 0.031]","[0.03, 0.031]",1. 51 <= 61000.0 |2. 0.03 <= 0.031 and 0.031 <= 0.031 |3. 0.103 < 0.01,51,0,"[[0.031, 0.031], [0.03, 0.031], [0.03, 0.031], [0.03, 0.031], [0.03, 0.031], [0.03, 0.031], [0.03, 0.031], [0.03, 0.031], [0.03, 0.031], [0.03, 0.031], [0.03, 0.031], [0.03, 0.031], [0.03, 0.031], [0.03, 0.031], [0.03, 0.031], [0.03, 0.031], [0.03, 0.031], [0.03, 0.031], [0.03, 0.031], [0.03, 0.031], [0.03, 0.031], [0.03, 0.031], [0.03, 0.031], [0.03, 0.031], [0.03, 0.031], [0.03, 0.031], [0.03, 0.031], [0.03, 0.031], [0.03, 0.031], [0.03, 0.031], [0.03, 0.031], [0.03, 0.031], [0.03, 0.031], [0.03, 0.031], [0.03, 0.031], [0.03, 0.031], [0.03, 0.031], [0.03, 0.031], [0.03, 0.031], [0.03, 0.031], [0.03, 0.031], [0.03, 0.031], [0.03, 0.031], [0.03, 0.031], [0.03, 0.031], [0.03, 0.031], [0.03, 0.031], [0.03, 0.031], [0.03, 0.031], [0.03, 0.031], [0.03, 0.031], [0.03, 0.031]]"
Twin_Data,different models,"['R_learner', 'Tree']",0.436,0.214,"[0.029, 0.029]","[0.029, 0.029]",1. 51 <= 58000.0 |2. 0.029 <= 0.029 and 0.029 <= 0.029 |3. 0.214 < 0.01,51,0,"[[0.029, 0.029], [0.029, 0.029], [0.029, 0.029], [0.029, 0.029], [0.029, 0.029], [0.029, 0.029], [0.029, 0.029], [0.029, 0.029], [0.029, 0.029], [0.029, 0.029], [0.029, 0.029], [0.029, 0.029], [0.029, 0.029], [0.029, 0.029], [0.029, 0.029], [0.029, 0.029], [0.029, 0.029], [0.029, 0.029], [0.029, 0.029], [0.029, 0.029], [0.029, 0.029], [0.029, 0.029], [0.029, 0.029], [0.029, 0.029], [0.029, 0.029], [0.029, 0.029], [0.029, 0.029], [0.029, 0.029], [0.029, 0.029], [0.029, 0.029], [0.029, 0.029], [0.029, 0.029], [0.029, 0.029], [0.029, 0.029], [0.029, 0.029], [0.029, 0.029], [0.029, 0.029], [0.029, 0.029], [0.029, 0.029], [0.029, 0.029], [0.029, 0.029], [0.029, 0.029], [0.029, 0.029], [0.029, 0.029], [0.029, 0.029], [0.029, 0.029], [0.029, 0.029], [0.029, 0.029], [0.029, 0.029], [0.029, 0.029], [0.029, 0.029], [0.029, 0.029]]"
Twin_Data,different models,"['R_learner', 'Forest']",0.393,0.004,"[0.028, 0.024]","[0.025, 0.025]",1. 2 <= 50000.0 |2. 0.025 <= 0.028 and 0.025 <= 0.024 |3. 0.004 < 0.01,1,1,"[[0.028, 0.024], [0.025, 0.024], [0.025, 0.025]]"
Twin_Data,different models,"['S_learner', 'T_learner']",0.299,0.0,"[0.028, 0.028]","[0.027, 0.027]",1. 4 <= 54000.0 |2. 0.027 <= 0.028 and 0.027 <= 0.028 |3. 0.0 < 0.01,2,2,"[[0.028, 0.028], [0.027, 0.028], [0.027, 0.027], [0.027, 0.027], [0.027, 0.027]]"
Twin_Data,different models,"['S_learner', 'X_learner']",0.167,0.107,"[0.028, 0.028]","[0.028, 0.028]",1. 51 <= 56000.0 |2. 0.028 <= 0.028 and 0.028 <= 0.028 |3. 0.107 < 0.01,51,0,"[[0.028, 0.028], [0.028, 0.028], [0.028, 0.028], [0.028, 0.028], [0.028, 0.028], [0.028, 0.028], [0.028, 0.028], [0.028, 0.028], [0.028, 0.028], [0.028, 0.028], [0.028, 0.028], [0.028, 0.028], [0.028, 0.028], [0.028, 0.028], [0.028, 0.028], [0.028, 0.028], [0.028, 0.028], [0.028, 0.028], [0.028, 0.028], [0.028, 0.028], [0.028, 0.028], [0.028, 0.028], [0.028, 0.028], [0.028, 0.028], [0.028, 0.028], [0.028, 0.028], [0.028, 0.028], [0.028, 0.028], [0.028, 0.028], [0.028, 0.028], [0.028, 0.028], [0.028, 0.028], [0.028, 0.028], [0.028, 0.028], [0.028, 0.028], [0.028, 0.028], [0.028, 0.028], [0.028, 0.028], [0.028, 0.028], [0.028, 0.028], [0.028, 0.028], [0.028, 0.028], [0.028, 0.028], [0.028, 0.028], [0.028, 0.028], [0.028, 0.028], [0.028, 0.028], [0.028, 0.028], [0.028, 0.028], [0.028, 0.028], [0.028, 0.028], [0.028, 0.028]]"
Twin_Data,different models,"['S_learner', 'Tree']",0.457,0.004,"[0.025, 0.023]","[0.024, 0.024]",1. 3 <= 48000.0 |2. 0.024 <= 0.025 and 0.024 <= 0.023 |3. 0.004 < 0.01,2,1,"[[0.025, 0.023], [0.023, 0.023], [0.023, 0.024], [0.024, 0.024]]"
Twin_Data,different models,"['S_learner', 'Forest']",0.393,0.0,"[0.032, 0.029]","[0.031, 0.031]",1. 3 <= 62000.0 |2. 0.031 <= 0.032 and 0.031 <= 0.029 |3. 0.0 < 0.01,2,1,"[[0.032, 0.029], [0.03, 0.029], [0.03, 0.031], [0.031, 0.031]]"
Twin_Data,different models,"['T_learner', 'X_learner']",0.192,0.0,"[0.028, 0.028]","[0.029, 0.028]",1. 4 <= 57000.0 |2. 0.029 <= 0.028 and 0.028 <= 0.028 |3. 0.0 < 0.01,2,2,"[[0.028, 0.028], [0.028, 0.028], [0.028, 0.028], [0.029, 0.028], [0.029, 0.028]]"
Twin_Data,different models,"['T_learner', 'Tree']",0.547,0.013,"[0.028, 0.027]","[0.026, 0.027]",1. 3 <= 53000.0 |2. 0.026 <= 0.028 and 0.027 <= 0.027 |3. 0.013 < 0.01,2,1,"[[0.028, 0.027], [0.026, 0.027], [0.026, 0.027], [0.026, 0.027]]"
Twin_Data,different models,"['T_learner', 'Forest']",0.564,0.004,"[0.03, 0.026]","[0.028, 0.028]",1. 5 <= 56000.0 |2. 0.028 <= 0.03 and 0.028 <= 0.026 |3. 0.004 < 0.01,3,2,"[[0.03, 0.026], [0.028, 0.026], [0.028, 0.027], [0.027, 0.027], [0.027, 0.028], [0.028, 0.028]]"
Twin_Data,different models,"['X_learner', 'Tree']",0.526,0.004,"[0.029, 0.028]","[0.028, 0.028]",1. 4 <= 56000.0 |2. 0.028 <= 0.029 and 0.028 <= 0.028 |3. 0.004 < 0.01,3,1,"[[0.029, 0.028], [0.028, 0.028], [0.028, 0.028], [0.028, 0.028], [0.028, 0.028]]"
Twin_Data,different models,"['X_learner', 'Forest']",0.453,0.0,"[0.027, 0.027]","[0.028, 0.028]",1. 4 <= 56000.0 |2. 0.028 <= 0.027 and 0.028 <= 0.027 |3. 0.0 < 0.01,2,2,"[[0.027, 0.027], [0.027, 0.027], [0.027, 0.027], [0.027, 0.028], [0.028, 0.028]]"
Twin_Data,different models,"['Tree', 'Forest']",0.094,0.218,"[0.027, 0.026]","[0.027, 0.027]",1. 51 <= 54000.0 |2. 0.027 <= 0.027 and 0.027 <= 0.026 |3. 0.218 < 0.01,0,51,"[[0.027, 0.026], [0.027, 0.027], [0.027, 0.027], [0.027, 0.027], [0.027, 0.027], [0.027, 0.027], [0.027, 0.027], [0.027, 0.027], [0.027, 0.027], [0.027, 0.027], [0.027, 0.027], [0.027, 0.027], [0.027, 0.027], [0.027, 0.027], [0.027, 0.027], [0.027, 0.027], [0.027, 0.027], [0.027, 0.027], [0.027, 0.027], [0.027, 0.027], [0.027, 0.027], [0.027, 0.027], [0.027, 0.027], [0.027, 0.027], [0.027, 0.027], [0.027, 0.027], [0.027, 0.027], [0.027, 0.027], [0.027, 0.027], [0.027, 0.027], [0.027, 0.027], [0.027, 0.027], [0.027, 0.027], [0.027, 0.027], [0.027, 0.027], [0.027, 0.027], [0.027, 0.027], [0.027, 0.027], [0.027, 0.027], [0.027, 0.027], [0.027, 0.027], [0.027, 0.027], [0.027, 0.027], [0.027, 0.027], [0.027, 0.027], [0.027, 0.027], [0.027, 0.027], [0.027, 0.027], [0.027, 0.027], [0.027, 0.027], [0.027, 0.027], [0.027, 0.027]]"
National_Study_Data,different data,R_learner,0.884,0.0,"[0.082, 0.064]","[0.078, 0.078]",1. 11 <= 156000.0 |2. 0.078 <= 0.082 and 0.078 <= 0.064 |3. 0.0 < 0.01,4,7,"[[0.082, 0.064], [0.073, 0.064], [0.073, 0.071], [0.073, 0.073], [0.078, 0.073], [0.078, 0.073], [0.078, 0.075], [0.078, 0.078], [0.08, 0.078], [0.078, 0.078], [0.078, 0.079], [0.078, 0.078]]"
National_Study_Data,different data,S_learner,0.872,0.012,"[0.084, 0.065]","[0.071, 0.07]",1. 10 <= 141000.0 |2. 0.071 <= 0.084 and 0.07 <= 0.065 |3. 0.012 < 0.01,5,5,"[[0.084, 0.065], [0.071, 0.065], [0.071, 0.065], [0.071, 0.063], [0.07, 0.063], [0.07, 0.066], [0.07, 0.069], [0.067, 0.069], [0.069, 0.069], [0.069, 0.07], [0.071, 0.07]]"
National_Study_Data,different data,T_learner,0.919,0.0,"[0.15, 0.125]","[0.09, 0.091]",1. 13 <= 181000.0 |2. 0.09 <= 0.15 and 0.091 <= 0.125 |3. 0.0 < 0.01,6,7,"[[0.15, 0.125], [0.115, 0.125], [0.115, 0.104], [0.1, 0.104], [0.1, 0.095], [0.095, 0.095], [0.088, 0.095], [0.088, 0.092], [0.088, 0.092], [0.088, 0.092], [0.089, 0.092], [0.089, 0.091], [0.09, 0.091], [0.09, 0.091]]"
National_Study_Data,different data,X_learner,0.907,0.012,"[0.142, 0.089]","[0.106, 0.106]",1. 12 <= 212000.0 |2. 0.106 <= 0.142 and 0.106 <= 0.089 |3. 0.012 < 0.01,5,7,"[[0.142, 0.089], [0.142, 0.093], [0.124, 0.093], [0.124, 0.094], [0.112, 0.094], [0.112, 0.103], [0.108, 0.103], [0.108, 0.102], [0.108, 0.105], [0.108, 0.106], [0.106, 0.106], [0.106, 0.106], [0.106, 0.106]]"
National_Study_Data,different data,Tree,0.826,0.0,"[0.07, 0.071]","[0.084, 0.084]",1. 9 <= 168000.0 |2. 0.084 <= 0.07 and 0.084 <= 0.071 |3. 0.0 < 0.01,3,6,"[[0.07, 0.071], [0.07, 0.068], [0.063, 0.068], [0.092, 0.068], [0.084, 0.068], [0.084, 0.075], [0.084, 0.094], [0.084, 0.09], [0.084, 0.083], [0.084, 0.084]]"
National_Study_Data,different data,Forest,0.547,0.0,"[0.065, 0.062]","[0.064, 0.063]",1. 4 <= 127000.0 |2. 0.064 <= 0.065 and 0.063 <= 0.062 |3. 0.0 < 0.01,1,3,"[[0.065, 0.062], [0.065, 0.062], [0.065, 0.063], [0.064, 0.063], [0.064, 0.063]]"
National_Study_Data,different models,"['R_learner', 'T_learner']",0.709,0.0,"[0.063, 0.09]","[0.068, 0.068]",1. 7 <= 136000.0 |2. 0.068 <= 0.063 and 0.068 <= 0.09 |3. 0.0 < 0.01,2,5,"[[0.063, 0.09], [0.063, 0.079], [0.063, 0.067], [0.063, 0.069], [0.063, 0.063], [0.065, 0.063], [0.065, 0.068], [0.068, 0.068]]"
Twin_Data,different data,R_learner,0.175,0.0,"[0.032, 0.03]","[0.031, 0.03]",1. 3 <= 61000.0 |2. 0.031 <= 0.032 and 0.03 <= 0.03 |3. 0.0 < 0.01,1,2,"[[0.032, 0.03], [0.031, 0.03], [0.031, 0.03], [0.031, 0.03]]"
Twin_Data,different data,S_learner,0.162,0.004,"[0.029, 0.026]","[0.027, 0.027]",1. 3 <= 54000.0 |2. 0.027 <= 0.029 and 0.027 <= 0.026 |3. 0.004 < 0.01,2,1,"[[0.029, 0.026], [0.028, 0.026], [0.027, 0.026], [0.027, 0.027]]"
Twin_Data,different data,T_learner,0.534,0.004,"[0.031, 0.029]","[0.028, 0.027]",1. 6 <= 55000.0 |2. 0.028 <= 0.031 and 0.027 <= 0.029 |3. 0.004 < 0.01,5,1,"[[0.031, 0.029], [0.031, 0.027], [0.028, 0.027], [0.027, 0.027], [0.028, 0.027], [0.028, 0.027], [0.028, 0.027]]"
Twin_Data,different data,X_learner,0.368,0.0,"[0.03, 0.027]","[0.028, 0.028]",1. 5 <= 56000.0 |2. 0.028 <= 0.03 and 0.028 <= 0.027 |3. 0.0 < 0.01,3,2,"[[0.03, 0.027], [0.03, 0.027], [0.028, 0.027], [0.028, 0.027], [0.028, 0.027], [0.028, 0.028]]"
Twin_Data,different data,Tree,0.415,0.004,"[0.024, 0.024]","[0.024, 0.024]",1. 3 <= 48000.0 |2. 0.024 <= 0.024 and 0.024 <= 0.024 |3. 0.004 < 0.01,2,1,"[[0.024, 0.024], [0.024, 0.024], [0.024, 0.024], [0.024, 0.024]]"
Twin_Data,different data,Forest,0.167,0.004,"[0.024, 0.023]","[0.024, 0.025]",1. 2 <= 49000.0 |2. 0.024 <= 0.024 and 0.025 <= 0.023 |3. 0.004 < 0.01,1,1,"[[0.024, 0.023], [0.024, 0.023], [0.024, 0.025]]"
Twin_Data,different models,"['R_learner', 'S_learner']",0.0,0.0,"[0.027, 0.027]","[0.027, 0.027]",1. 0 <= 54000.0 |2. 0.027 <= 0.027 and 0.027 <= 0.027 |3. 0.0 < 0.01,0,0,"[[0.027, 0.027]]"
Twin_Data,different models,"['R_learner', 'T_learner']",0.316,0.0,"[0.029, 0.03]","[0.028, 0.028]",1. 2 <= 56000.0 |2. 0.028 <= 0.029 and 0.028 <= 0.03 |3. 0.0 < 0.01,1,1,"[[0.029, 0.03], [0.029, 0.028], [0.028, 0.028]]"
Twin_Data,different models,"['R_learner', 'X_learner']",0.222,0.179,"[0.026, 0.027]","[0.026, 0.027]",1. 51 <= 53000.0 |2. 0.026 <= 0.026 and 0.027 <= 0.027 |3. 0.179 < 0.01,51,0,"[[0.026, 0.027], [0.026, 0.027], [0.026, 0.027], [0.026, 0.027], [0.026, 0.027], [0.026, 0.027], [0.026, 0.027], [0.026, 0.027], [0.026, 0.027], [0.026, 0.027], [0.026, 0.027], [0.026, 0.027], [0.026, 0.027], [0.026, 0.027], [0.026, 0.027], [0.026, 0.027], [0.026, 0.027], [0.026, 0.027], [0.026, 0.027], [0.026, 0.027], [0.026, 0.027], [0.026, 0.027], [0.026, 0.027], [0.026, 0.027], [0.026, 0.027], [0.026, 0.027], [0.026, 0.027], [0.026, 0.027], [0.026, 0.027], [0.026, 0.027], [0.026, 0.027], [0.026, 0.027], [0.026, 0.027], [0.026, 0.027], [0.026, 0.027], [0.026, 0.027], [0.026, 0.027], [0.026, 0.027], [0.026, 0.027], [0.026, 0.027], [0.026, 0.027], [0.026, 0.027], [0.026, 0.027], [0.026, 0.027], [0.026, 0.027], [0.026, 0.027], [0.026, 0.027], [0.026, 0.027], [0.026, 0.027], [0.026, 0.027], [0.026, 0.027], [0.026, 0.027]]"
