age,workclass,education_num,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,income
42,gov,5,Married,Other-service,Husband,White,Male,40,United-States,0
35,self,12,Never-married,Farming-fishing,Not-in-family,White,Male,40,United-States,0
48,private,9,Never-married,Adm-clerical,Unmarried,Black,Female,37,United-States,0
51,private,14,Married,Craft-repair,Husband,White,Male,40,United-States,1
29,private,9,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,40,United-States,0
36,gov,9,Separated,Exec-managerial,Not-in-family,Black,Male,40,United-States,0
17,private,6,Never-married,Other-service,Own-child,White,Female,21,United-States,0
52,private,14,Divorced,Prof-specialty,Not-in-family,White,Female,60,United-States,0
24,private,9,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,0
24,private,9,Married,Handlers-cleaners,Husband,White,Male,50,United-States,0
26,gov,13,Never-married,Prof-specialty,Own-child,White,Male,40,United-States,0
27,private,13,Never-married,Other-service,Own-child,White,Female,20,United-States,0
39,private,9,Never-married,Handlers-cleaners,Own-child,White,Male,60,United-States,0
30,private,9,Married,Transport-moving,Husband,Black,Male,45,United-States,0
50,self,9,Married,Exec-managerial,Husband,White,Male,32,United-States,0
52,self,13,Married,Sales,Husband,White,Male,55,United-States,0
46,private,15,Married,Prof-specialty,Husband,White,Male,45,United-States,1
23,private,13,Never-married,Sales,Own-child,White,Female,20,United-States,0
45,private,7,Widowed,Other-service,Not-in-family,Black,Female,20,United-States,0
65,private,5,Widowed,Priv-house-serv,Unmarried,Black,Female,24,United-States,0
29,private,11,Married,Transport-moving,Husband,White,Male,55,United-States,0
47,private,5,Married,Handlers-cleaners,Unmarried,White,Male,40,El-Salvador,0
30,private,9,Never-married,Farming-fishing,Own-child,Black,Male,60,United-States,0
34,private,9,Married,Sales,Husband,White,Male,45,United-States,1
38,self,9,Married,Sales,Husband,White,Male,64,United-States,0
33,private,10,Married,Exec-managerial,Husband,White,Male,40,United-States,1
49,private,13,Married,Sales,Husband,White,Male,26,United-States,1
47,self,10,Never-married,Other-service,Unmarried,Black,Female,40,United-States,0
49,gov,6,Separated,Other-service,Unmarried,Black,Female,40,United-States,0
43,private,10,Married,Craft-repair,Husband,White,Male,60,United-States,1
30,private,13,Married,Adm-clerical,Wife,Black,Female,40,United-States,1
58,self,9,Married,Craft-repair,Husband,White,Male,60,United-States,0
19,private,9,Never-married,Other-service,Own-child,White,Female,14,United-States,0
21,private,13,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,0
33,private,13,Married,Exec-managerial,Husband,White,Male,60,United-States,1
47,self,3,Married,Transport-moving,Husband,White,Male,50,Cuba,0
52,self,16,Married,Prof-specialty,Husband,White,Male,60,United-States,1
26,private,9,Divorced,Craft-repair,Not-in-family,White,Male,55,United-States,0
60,private,9,Married,Craft-repair,Husband,White,Male,40,United-States,0
21,private,10,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,0
36,private,10,Married,Sales,Husband,White,Male,50,United-States,1
31,private,10,Married,Craft-repair,Husband,White,Male,45,United-States,0
50,self,16,Separated,Prof-specialty,Not-in-family,White,Male,40,United-States,1
31,gov,9,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,0
71,private,9,Married,Craft-repair,Husband,White,Male,15,United-States,0
58,?,9,Married,?,Husband,White,Male,50,United-States,0
30,gov,13,Married,Tech-support,Husband,White,Male,40,United-States,1
20,private,10,Never-married,Other-service,Own-child,White,Male,20,United-States,0
24,private,9,Never-married,Exec-managerial,Other-relative,White,Male,50,United-States,0
35,private,16,Married,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,Taiwan,1
38,gov,10,Separated,Exec-managerial,Not-in-family,White,Female,45,United-States,0
27,private,9,Never-married,Machine-op-inspct,Own-child,White,Female,32,United-States,0
29,gov,10,Never-married,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,40,Philippines,0
70,?,5,Widowed,?,Unmarried,White,Female,15,United-States,0
34,private,9,Married,Craft-repair,Husband,White,Male,45,United-States,0
44,private,4,Married,Craft-repair,Husband,White,Male,35,United-States,0
43,private,9,Married,Machine-op-inspct,Husband,White,Male,40,United-States,1
44,self,8,Married,Handlers-cleaners,Husband,Black,Male,40,United-States,1
35,private,14,Never-married,Sales,Not-in-family,White,Male,60,United-States,0
27,private,10,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,0
43,gov,14,Never-married,Prof-specialty,Not-in-family,White,Male,38,United-States,0
20,private,10,Never-married,Sales,Not-in-family,White,Female,25,United-States,0
42,private,12,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,1
27,gov,10,Married,Transport-moving,Husband,White,Male,40,United-States,0
42,private,9,Married,Craft-repair,Husband,Black,Male,40,United-States,1
20,?,7,Married,?,Own-child,Asian-Pac-Islander,Female,40,South,0
24,private,5,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,0
48,gov,10,Divorced,Exec-managerial,Not-in-family,White,Male,40,United-States,0
17,?,7,Never-married,?,Own-child,White,Female,20,United-States,0
17,self,7,Never-married,Farming-fishing,Own-child,White,Male,10,United-States,0
33,private,13,Married,Exec-managerial,Husband,White,Male,40,United-States,1
50,self,9,Married,Sales,Husband,White,Male,50,United-States,1
22,private,9,Never-married,Sales,Own-child,White,Female,40,United-States,0
17,private,8,Never-married,Other-service,Own-child,White,Male,16,United-States,0
32,private,10,Married,Adm-clerical,Husband,White,Male,40,Mexico,0
31,private,9,Never-married,Craft-repair,Not-in-family,White,Male,45,United-States,0
58,self,9,Widowed,Exec-managerial,Not-in-family,White,Male,50,United-States,0
29,gov,9,Never-married,Protective-serv,Own-child,White,Male,48,United-States,0
37,private,11,Married,Craft-repair,Husband,White,Male,40,Portugal,1
34,self,9,Married,Craft-repair,Husband,White,Male,40,United-States,1
23,gov,10,Separated,Exec-managerial,Unmarried,Black,Male,40,United-States,0
18,gov,7,Never-married,Adm-clerical,Own-child,White,Female,5,United-States,0
34,private,9,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,0
66,?,4,Never-married,?,Not-in-family,White,Male,4,United-States,0
45,gov,13,Married,Prof-specialty,Wife,White,Female,55,United-States,0
41,private,14,Never-married,Exec-managerial,Not-in-family,White,Male,35,Dominican-Republic,0
26,private,9,Never-married,Other-service,Other-relative,White,Male,30,United-States,0
54,gov,10,Married,Farming-fishing,Husband,White,Male,40,United-States,0
24,private,10,Never-married,Machine-op-inspct,Own-child,Black,Female,45,United-States,0
42,private,10,Married,Prof-specialty,Husband,White,Male,50,United-States,0
20,private,10,Never-married,Prof-specialty,Own-child,White,Male,20,United-States,0
23,gov,13,Never-married,Tech-support,Not-in-family,White,Female,20,United-States,0
25,?,12,Never-married,?,Other-relative,White,Male,45,United-States,0
35,private,14,Never-married,Prof-specialty,Not-in-family,White,Male,60,United-States,1
31,private,14,Married,Tech-support,Husband,White,Male,40,United-States,1
30,private,13,Never-married,Prof-specialty,Own-child,White,Female,40,Poland,0
19,private,9,Never-married,Sales,Own-child,White,Female,20,United-States,0
36,gov,13,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,0
31,private,13,Widowed,Sales,Unmarried,White,Female,40,Cuba,0
21,private,10,Never-married,Handlers-cleaners,Own-child,White,Male,30,United-States,0
31,self,10,Married,Craft-repair,Husband,White,Male,40,United-States,0
46,private,16,Divorced,Prof-specialty,Unmarried,White,Female,65,United-States,1
44,private,13,Divorced,Exec-managerial,Own-child,White,Female,50,United-States,1
40,private,8,Married,Other-service,Husband,Black,Male,40,Jamaica,0
45,private,10,Never-married,Sales,Not-in-family,Black,Male,40,United-States,0
60,private,9,Married,Craft-repair,Husband,White,Male,35,United-States,0
18,private,7,Never-married,Other-service,Other-relative,White,Male,25,United-States,0
28,private,13,Married,Prof-specialty,Husband,White,Male,40,United-States,0
36,private,10,Divorced,Adm-clerical,Unmarried,Black,Female,40,United-States,0
36,private,13,Separated,Prof-specialty,Not-in-family,White,Male,40,?,0
40,private,11,Married,Tech-support,Husband,White,Male,40,United-States,0
36,gov,13,Divorced,Adm-clerical,Unmarried,White,Female,35,Honduras,0
31,private,9,Separated,Other-service,Unmarried,Black,Female,40,United-States,0
33,private,9,Married,Machine-op-inspct,Husband,White,Male,40,United-States,0
19,gov,9,Never-married,Tech-support,Own-child,White,Female,40,United-States,0
22,private,10,Never-married,Sales,Own-child,White,Female,15,United-States,0
34,private,13,Married,Exec-managerial,Husband,White,Male,45,United-States,1
33,private,9,Never-married,Other-service,Not-in-family,White,Male,40,United-States,0
41,private,9,Married,Craft-repair,Husband,White,Male,60,United-States,0
29,private,13,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,0
50,gov,9,Married,Exec-managerial,Husband,White,Male,42,United-States,1
42,private,13,Married,Exec-managerial,Husband,White,Male,45,United-States,1
43,private,13,Never-married,Prof-specialty,Not-in-family,White,Male,40,?,1
44,private,9,Married,Sales,Wife,White,Female,40,United-States,0
20,private,10,Never-married,Other-service,Not-in-family,White,Female,20,United-States,0
31,private,9,Married,Other-service,Husband,White,Male,40,Mexico,0
65,self,7,Married,Exec-managerial,Husband,White,Male,59,?,1
23,private,10,Never-married,Other-service,Not-in-family,White,Female,24,United-States,0
55,private,10,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,40,United-States,0
26,private,11,Married,Adm-clerical,Husband,White,Male,45,United-States,0
25,private,11,Never-married,Other-service,Own-child,White,Female,15,United-States,0
45,?,10,Married,?,Wife,Black,Female,40,United-States,0
35,private,10,Married,Craft-repair,Husband,White,Male,40,United-States,0
36,private,10,Never-married,Sales,Not-in-family,Black,Female,36,United-States,0
43,gov,13,Married,Prof-specialty,Husband,White,Male,50,United-States,0
56,private,9,Widowed,Other-service,Unmarried,Black,Female,20,United-States,0
42,private,13,Married,Tech-support,Husband,White,Male,40,United-States,1
19,private,10,Never-married,Other-service,Other-relative,White,Female,25,United-States,0
55,self,9,Married,Transport-moving,Husband,White,Male,72,United-States,0
42,private,14,Never-married,Exec-managerial,Not-in-family,White,Female,50,United-States,1
26,private,11,Never-married,Tech-support,Own-child,White,Male,40,United-States,0
17,private,8,Never-married,Handlers-cleaners,Own-child,White,Male,20,United-States,0
42,gov,13,Married,Prof-specialty,Wife,White,Female,40,United-States,1
55,private,9,Married,Transport-moving,Husband,White,Male,40,United-States,1
32,private,10,Never-married,Adm-clerical,Own-child,Black,Female,40,United-States,0
29,private,7,Never-married,Craft-repair,Own-child,Black,Male,40,Haiti,0
46,gov,13,Married,Prof-specialty,Husband,White,Male,37,United-States,0
29,gov,13,Married,Exec-managerial,Husband,White,Male,40,United-States,1
22,private,13,Never-married,Prof-specialty,Unmarried,White,Male,20,United-States,0
58,self,6,Married,Craft-repair,Husband,White,Male,40,United-States,0
23,private,9,Never-married,Transport-moving,Unmarried,White,Male,50,United-States,0
39,private,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,0
27,private,11,Never-married,Craft-repair,Own-child,White,Male,38,United-States,0
54,private,9,Married,Transport-moving,Husband,White,Male,40,United-States,1
33,gov,13,Never-married,Prof-specialty,Not-in-family,White,Female,45,United-States,0
46,gov,9,Married,Adm-clerical,Wife,White,Female,40,United-States,1
37,private,9,Never-married,Farming-fishing,Not-in-family,Black,Male,40,United-States,0
36,private,9,Never-married,Other-service,Not-in-family,White,Female,18,United-States,0
59,gov,9,Married,Adm-clerical,Wife,White,Female,38,United-States,1
34,gov,9,Divorced,Protective-serv,Unmarried,White,Male,40,Portugal,0
53,self,16,Married,Exec-managerial,Husband,White,Male,70,United-States,1
51,private,13,Never-married,Sales,Not-in-family,White,Male,55,United-States,1
32,private,6,Separated,Other-service,Unmarried,White,Female,42,United-States,0
31,gov,10,Married,Other-service,Other-relative,White,Male,40,United-States,0
22,private,10,Married,Sales,Wife,White,Female,30,Germany,0
47,self,13,Divorced,Sales,Not-in-family,White,Female,50,United-States,0
32,private,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,0
26,private,10,Never-married,Farming-fishing,Not-in-family,White,Female,38,United-States,0
37,private,3,Separated,Farming-fishing,Not-in-family,White,Male,32,Guatemala,0
31,private,9,Divorced,Craft-repair,Unmarried,White,Male,55,United-States,0
37,private,11,Married,Tech-support,Wife,White,Female,24,United-States,1
55,private,9,Never-married,Sales,Not-in-family,White,Male,38,United-States,0
23,gov,11,Divorced,Tech-support,Not-in-family,White,Male,56,United-States,0
36,private,10,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,0
34,private,14,Married,Prof-specialty,Husband,White,Male,40,?,0
43,private,13,Married,Sales,Husband,White,Male,50,United-States,1
54,private,10,Never-married,Tech-support,Not-in-family,White,Male,40,United-States,0
43,gov,10,Married,Craft-repair,Husband,White,Male,40,?,0
28,private,11,Never-married,Machine-op-inspct,Not-in-family,White,Female,42,United-States,0
40,private,11,Married,Exec-managerial,Husband,White,Male,50,United-States,1
41,self,10,Married,Exec-managerial,Husband,White,Male,60,United-States,0
40,private,13,Never-married,Sales,Not-in-family,Other,Female,55,United-States,1
42,private,10,Divorced,Adm-clerical,Not-in-family,Black,Female,38,United-States,0
61,self,9,Married,Farming-fishing,Husband,White,Male,50,United-States,0
18,private,8,Never-married,Machine-op-inspct,Own-child,White,Male,30,United-States,0
59,?,9,Married,?,Husband,White,Male,16,United-States,0
21,?,9,Never-married,?,Not-in-family,White,Female,40,United-States,0
48,private,11,Married,Tech-support,Husband,White,Male,50,United-States,1
41,self,13,Married,Tech-support,Husband,White,Male,40,United-States,0
18,?,10,Never-married,?,Own-child,White,Male,33,United-States,0
23,private,9,Never-married,Sales,Not-in-family,White,Female,40,United-States,0
60,private,9,Married,Transport-moving,Husband,White,Male,60,United-States,1
22,private,10,Never-married,Other-service,Other-relative,Black,Male,20,United-States,0
61,private,9,Married,Machine-op-inspct,Husband,White,Male,40,United-States,0
25,private,9,Never-married,Machine-op-inspct,Not-in-family,Black,Male,40,United-States,0
46,private,14,Never-married,Tech-support,Not-in-family,White,Male,35,United-States,1
43,private,13,Married,Exec-managerial,Husband,White,Male,40,England,1
43,private,12,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,0
24,private,9,Never-married,Other-service,Own-child,Black,Male,30,United-States,0
68,self,7,Never-married,Farming-fishing,Unmarried,White,Male,20,United-States,0
31,private,9,Divorced,Adm-clerical,Unmarried,White,Female,38,United-States,0
17,private,7,Never-married,Sales,Own-child,White,Female,20,United-States,0
32,private,9,Married,Craft-repair,Husband,White,Male,48,United-States,1
50,?,14,Married,?,Other-relative,White,Male,40,United-States,0
33,private,13,Married,Prof-specialty,Husband,White,Male,47,United-States,1
64,private,13,Married,Prof-specialty,Husband,White,Male,40,United-States,1
20,private,9,Never-married,Transport-moving,Own-child,White,Male,30,United-States,0
30,private,9,Separated,Other-service,Own-child,White,Female,36,United-States,0
22,?,10,Never-married,?,Own-child,Black,Male,40,United-States,0
43,private,10,Divorced,Exec-managerial,Not-in-family,White,Male,45,United-States,0
22,private,10,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,0
17,private,6,Never-married,Farming-fishing,Own-child,White,Male,20,United-States,0
47,self,9,Married,Other-service,Wife,White,Female,75,Italy,0
41,private,11,Never-married,Prof-specialty,Not-in-family,White,Female,60,United-States,0
56,private,10,Married,Craft-repair,Husband,White,Male,50,United-States,1
64,private,9,Married,Transport-moving,Husband,White,Male,45,United-States,0
47,private,9,Married,Transport-moving,Husband,White,Male,50,United-States,1
48,private,11,Never-married,Adm-clerical,Unmarried,White,Male,40,United-States,0
31,private,14,Never-married,Prof-specialty,Not-in-family,White,Female,46,United-States,0
29,private,11,Never-married,Tech-support,Own-child,White,Male,40,United-States,0
30,private,9,Widowed,Adm-clerical,Not-in-family,White,Female,40,United-States,0
32,private,9,Married,Exec-managerial,Husband,White,Male,60,United-States,0
57,private,9,Widowed,Transport-moving,Unmarried,White,Male,42,United-States,1
62,private,9,Widowed,Other-service,Not-in-family,White,Female,40,United-States,0
39,private,9,Separated,Machine-op-inspct,Unmarried,White,Female,24,United-States,0
43,private,10,Never-married,Adm-clerical,Not-in-family,White,Male,25,United-States,0
24,self,13,Never-married,Sales,Own-child,White,Male,40,United-States,0
42,?,7,Married,?,Husband,White,Male,15,United-States,0
53,private,10,Married,Adm-clerical,Wife,White,Female,40,United-States,1
26,private,10,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,0
73,self,9,Married,Exec-managerial,Husband,White,Male,40,United-States,0
72,?,7,Widowed,?,Not-in-family,White,Female,24,United-States,0
55,private,9,Married,Machine-op-inspct,Husband,White,Male,40,United-States,0
25,private,9,Divorced,Adm-clerical,Not-in-family,White,Male,40,United-States,0
41,private,13,Divorced,Prof-specialty,Not-in-family,White,Female,50,United-States,1
24,private,13,Never-married,Exec-managerial,Not-in-family,White,Male,50,United-States,0
63,private,9,Widowed,Farming-fishing,Not-in-family,White,Male,6,United-States,0
17,private,7,Never-married,Sales,Own-child,White,Male,20,United-States,0
35,private,10,Married,Craft-repair,Husband,White,Male,50,United-States,0
51,private,10,Married,Prof-specialty,Husband,White,Male,40,United-States,1
62,gov,13,Widowed,Prof-specialty,Not-in-family,White,Female,48,United-States,0
55,private,9,Married,Craft-repair,Husband,White,Male,40,United-States,1
43,private,10,Divorced,Prof-specialty,Not-in-family,White,Male,40,United-States,0
40,gov,9,Divorced,Other-service,Not-in-family,White,Female,50,United-States,0
37,private,13,Married,Exec-managerial,Husband,White,Male,45,United-States,1
39,private,13,Married,Craft-repair,Husband,White,Male,40,United-States,0
31,private,9,Never-married,Craft-repair,Own-child,White,Male,18,United-States,0
61,private,14,Widowed,Prof-specialty,Not-in-family,White,Female,40,United-States,1
26,private,11,Divorced,Adm-clerical,Not-in-family,White,Female,55,United-States,0
46,self,9,Married,Sales,Husband,White,Male,50,United-States,0
26,private,13,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,0
48,gov,16,Divorced,Prof-specialty,Own-child,White,Male,50,United-States,1
34,private,9,Never-married,Transport-moving,Own-child,White,Male,40,United-States,0
34,gov,9,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,0
59,private,9,Married,Other-service,Husband,White,Male,40,United-States,1
34,private,13,Never-married,Prof-specialty,Own-child,White,Female,40,United-States,0
49,private,13,Never-married,Exec-managerial,Not-in-family,White,Female,56,United-States,1
18,private,7,Never-married,Adm-clerical,Own-child,White,Female,20,United-States,0
43,private,9,Married,Farming-fishing,Husband,White,Male,40,Mexico,0
48,private,7,Married,Exec-managerial,Husband,White,Male,50,United-States,0
28,self,10,Married,Exec-managerial,Husband,White,Male,70,United-States,0
33,private,9,Married,Machine-op-inspct,Husband,White,Male,40,United-States,0
24,private,10,Never-married,Sales,Not-in-family,White,Female,15,United-States,0
21,private,6,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,0
17,private,7,Never-married,Sales,Own-child,White,Male,28,United-States,0
39,private,10,Married,Farming-fishing,Husband,White,Male,50,United-States,1
29,self,13,Separated,Prof-specialty,Own-child,White,Male,40,United-States,0
44,private,13,Married,Exec-managerial,Husband,White,Male,40,United-States,1
24,private,10,Never-married,Transport-moving,Own-child,White,Male,50,United-States,0
71,self,14,Married,Sales,Husband,White,Male,40,United-States,1
51,self,13,Married,Sales,Husband,Asian-Pac-Islander,Male,40,China,1
55,private,3,Divorced,Other-service,Unmarried,Black,Male,25,United-States,0
41,private,13,Married,Exec-managerial,Husband,White,Male,60,United-States,1
23,private,9,Never-married,Handlers-cleaners,Unmarried,Black,Female,7,United-States,0
38,private,11,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,0
39,private,9,Married,Transport-moving,Husband,White,Male,40,United-States,1
19,private,9,Never-married,Adm-clerical,Not-in-family,White,Female,30,United-States,0
49,private,5,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,United-States,0
32,private,13,Married,Adm-clerical,Other-relative,White,Male,40,Philippines,1
27,private,9,Married,Craft-repair,Husband,White,Male,70,United-States,0
38,private,13,Married,Sales,Husband,White,Male,50,United-States,1
33,private,10,Married,Craft-repair,Wife,White,Female,60,United-States,0
63,?,10,Married,?,Husband,White,Male,15,United-States,0
23,private,13,Never-married,Exec-managerial,Own-child,White,Male,28,United-States,0
33,self,10,Married,Craft-repair,Husband,White,Male,60,?,0
54,self,9,Married,Sales,Husband,Black,Male,40,United-States,0
29,private,11,Divorced,Tech-support,Not-in-family,White,Female,45,United-States,0
48,?,10,Divorced,?,Unmarried,Black,Female,30,United-States,0
35,self,13,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,0
28,private,11,Married,Adm-clerical,Wife,Asian-Pac-Islander,Female,40,India,0
37,private,13,Married,Prof-specialty,Husband,White,Male,50,United-States,1
42,self,15,Married,Farming-fishing,Husband,White,Male,65,United-States,1
40,private,14,Married,Prof-specialty,Husband,White,Male,40,United-States,0
47,private,10,Divorced,Sales,Own-child,White,Male,55,United-States,0
22,private,13,Never-married,Exec-managerial,Own-child,White,Female,50,United-States,0
30,private,13,Married,Exec-managerial,Husband,White,Male,45,United-States,1
28,private,9,Married,Tech-support,Husband,White,Male,40,United-States,0
63,gov,4,Married,Other-service,Husband,White,Male,55,United-States,0
51,self,5,Married,Craft-repair,Husband,White,Male,20,United-States,0
22,private,9,Never-married,Handlers-cleaners,Own-child,White,Female,40,United-States,0
27,?,12,Married,?,Own-child,Amer-Indian-Eskimo,Male,40,United-States,0
35,private,9,Never-married,Sales,Not-in-family,White,Male,45,United-States,0
46,private,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,38,United-States,0
37,private,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,52,United-States,0
24,private,13,Never-married,Prof-specialty,Own-child,Black,Male,15,United-States,0
37,self,9,Divorced,Handlers-cleaners,Own-child,White,Male,10,United-States,0
53,private,10,Married,Tech-support,Husband,White,Male,40,United-States,0
27,private,9,Never-married,Sales,Not-in-family,White,Male,30,United-States,0
38,private,10,Divorced,Craft-repair,Not-in-family,White,Male,44,United-States,0
53,self,6,Married,Farming-fishing,Husband,White,Male,60,United-States,0
34,private,10,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,0
23,private,9,Never-married,Sales,Own-child,Black,Male,40,United-States,0
39,private,13,Married,Exec-managerial,Husband,White,Male,45,United-States,1
43,private,14,Married,Prof-specialty,Wife,Asian-Pac-Islander,Female,50,South,0
67,self,9,Married,Exec-managerial,Husband,Asian-Pac-Islander,Male,40,United-States,1
81,self,9,Married,Exec-managerial,Husband,White,Male,30,United-States,0
21,private,10,Never-married,Other-service,Own-child,White,Male,20,United-States,0
23,private,10,Never-married,Sales,Not-in-family,White,Male,25,United-States,0
25,private,10,Never-married,Transport-moving,Unmarried,White,Male,40,United-States,0
42,private,3,Married,Machine-op-inspct,Wife,White,Female,38,Mexico,0
38,private,10,Married,Adm-clerical,Wife,Black,Female,40,United-States,0
64,?,9,Married,?,Husband,White,Male,5,United-States,0
32,private,9,Married,Machine-op-inspct,Husband,White,Male,40,United-States,0
37,private,9,Married,Machine-op-inspct,Husband,White,Male,40,United-States,0
51,private,14,Married,Exec-managerial,Husband,White,Male,60,United-States,1
22,private,10,Never-married,Sales,Not-in-family,White,Female,42,United-States,0
33,private,2,Married,Priv-house-serv,Not-in-family,White,Female,40,Guatemala,0
42,private,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,55,United-States,0
19,?,10,Never-married,?,Own-child,White,Female,10,United-States,0
51,gov,1,Married,Other-service,Husband,White,Male,40,United-States,0
23,private,9,Married,Adm-clerical,Wife,White,Female,40,Mexico,0
37,private,7,Married,Machine-op-inspct,Husband,White,Male,44,United-States,1
37,private,9,Married,Craft-repair,Husband,White,Male,99,United-States,1
47,private,14,Never-married,Prof-specialty,Not-in-family,White,Female,25,United-States,0
41,private,15,Married,Prof-specialty,Husband,White,Male,40,United-States,1
33,private,9,Married,Craft-repair,Husband,White,Male,30,United-States,0
31,private,13,Never-married,Sales,Not-in-family,White,Male,40,United-States,1
31,private,12,Divorced,Other-service,Unmarried,Amer-Indian-Eskimo,Female,40,United-States,0
35,private,9,Married,Machine-op-inspct,Husband,Black,Male,40,United-States,0
38,self,9,Married,Exec-managerial,Husband,White,Male,40,United-States,1
18,private,9,Never-married,Other-service,Not-in-family,White,Female,45,United-States,0
20,private,9,Married,Machine-op-inspct,Husband,White,Male,40,United-States,0
54,gov,10,Divorced,Exec-managerial,Unmarried,Black,Female,35,United-States,0
40,private,10,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,0
36,self,13,Married,Exec-managerial,Wife,White,Female,45,United-States,1
43,private,10,Divorced,Craft-repair,Unmarried,White,Male,35,United-States,0
44,self,10,Divorced,Farming-fishing,Unmarried,White,Male,40,United-States,0
44,gov,9,Married,Prof-specialty,Wife,White,Female,40,United-States,1
43,private,14,Married,Exec-managerial,Husband,White,Male,43,United-States,1
51,private,4,Widowed,Other-service,Unmarried,Black,Female,40,United-States,0
18,private,9,Never-married,Other-service,Own-child,White,Female,20,United-States,0
51,private,10,Married,Exec-managerial,Husband,White,Male,40,United-States,0
41,private,6,Married,Craft-repair,Husband,White,Male,30,?,0
44,self,10,Married,Sales,Husband,White,Male,70,United-States,1
33,gov,6,Divorced,Transport-moving,Not-in-family,White,Male,40,United-States,0
33,self,13,Married,Exec-managerial,Husband,White,Male,40,United-States,1
42,private,12,Married,Exec-managerial,Husband,White,Male,40,United-States,1
25,private,10,Married,Prof-specialty,Husband,White,Male,45,United-States,0
32,private,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,38,United-States,0
32,private,13,Married,Craft-repair,Husband,White,Male,70,Mexico,0
36,private,6,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,0
28,private,9,Married,Transport-moving,Husband,White,Male,40,United-States,0
20,private,9,Never-married,Other-service,Own-child,White,Female,20,United-States,0
35,self,10,Married,Sales,Husband,White,Male,60,United-States,1
55,self,9,Married,Craft-repair,Husband,White,Male,20,United-States,0
48,private,13,Married,Exec-managerial,Husband,Asian-Pac-Islander,Male,40,India,1
36,?,11,Widowed,?,Not-in-family,White,Female,20,United-States,0
34,private,9,Married,Craft-repair,Husband,White,Male,35,United-States,1
28,private,13,Never-married,Tech-support,Not-in-family,White,Female,35,United-States,0
67,private,13,Widowed,Exec-managerial,Not-in-family,White,Male,40,United-States,1
37,private,9,Married,Craft-repair,Husband,White,Male,40,United-States,0
44,private,9,Never-married,Transport-moving,Unmarried,White,Male,70,United-States,0
25,private,10,Never-married,Sales,Not-in-family,White,Female,40,United-States,0
21,private,10,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,0
40,gov,14,Married,Prof-specialty,Husband,White,Male,35,United-States,1
78,private,9,Widowed,Other-service,Not-in-family,Black,Female,40,United-States,0
34,private,9,Divorced,Handlers-cleaners,Own-child,White,Male,40,United-States,0
49,private,9,Never-married,Adm-clerical,Not-in-family,White,Female,44,United-States,0
22,private,12,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,0
23,?,9,Never-married,?,Unmarried,Black,Female,40,United-States,0
60,self,9,Never-married,Farming-fishing,Unmarried,White,Male,42,United-States,0
45,gov,9,Widowed,Protective-serv,Not-in-family,White,Male,40,United-States,1
63,private,11,Divorced,Other-service,Not-in-family,White,Female,20,United-States,0
41,private,9,Never-married,Craft-repair,Own-child,Black,Female,35,United-States,0
47,private,9,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,0
44,private,9,Divorced,Craft-repair,Unmarried,White,Male,40,United-States,0
51,private,10,Widowed,Prof-specialty,Not-in-family,White,Female,40,United-States,0
46,private,13,Never-married,Sales,Not-in-family,White,Male,40,United-States,0
41,private,11,Married,Machine-op-inspct,Husband,White,Male,40,United-States,0
50,self,9,Married,Craft-repair,Husband,White,Male,30,United-States,0
