AGEP,SCHL,MAR,SEX,DIS,ESP,CIT,MIL,ANC,NATIVITY,RELP,DEAR,DEYE,DREM,RAC1P,GCL,COW,ESR,WKHP,JWMNP,PINCP,mobility
34,18,1,2,2,0,5,4,1,2,0,2,2,2,8,2,0,6,0,0,0,1
24,16,5,2,2,0,1,4,4,1,2,2,2,2,1,0,7,6,20,0,1500,1
27,16,5,1,2,0,1,4,4,1,0,2,2,2,1,0,1,1,70,20,12000,1
32,19,5,1,2,0,1,4,1,1,2,2,2,2,1,2,1,1,40,25,25000,1
21,21,5,1,2,0,1,4,4,1,2,2,2,2,8,0,1,1,30,100,12000,1
20,16,5,1,2,0,1,4,1,1,2,2,2,2,1,0,1,1,20,10,10000,1
28,17,5,1,2,0,1,4,4,1,0,2,2,2,1,0,1,1,40,20,30000,0
26,20,5,2,2,0,1,4,4,1,13,2,2,2,1,0,1,1,36,15,20000,0
23,21,5,2,2,0,1,4,1,1,2,2,2,2,2,0,3,1,30,25,8200,1
32,20,5,2,2,0,1,4,1,1,10,2,2,2,2,2,2,1,40,45,54000,0
28,20,5,2,2,0,4,4,1,2,2,2,2,2,2,0,1,1,40,35,24000,1
34,22,1,2,2,0,1,4,1,1,1,2,2,2,1,2,3,1,45,20,50000,1
25,19,5,1,2,0,1,4,4,1,2,2,2,2,1,0,1,1,36,15,31500,1
24,18,5,1,2,0,1,4,4,1,2,2,2,2,1,0,7,1,40,15,60000,1
23,14,5,1,2,0,1,4,1,1,15,2,2,2,1,0,0,6,0,0,0,1
27,16,5,1,2,0,1,4,1,1,0,2,2,2,1,0,1,1,40,40,13000,1
24,16,5,2,2,0,1,4,1,1,13,2,2,2,1,0,1,6,0,0,0,1
30,17,5,1,2,0,1,4,4,1,10,2,2,2,2,2,1,1,30,15,20000,1
24,19,1,1,2,0,1,4,2,1,0,2,2,2,2,0,1,1,90,45,43000,1
24,21,1,2,2,0,5,4,2,2,1,2,2,2,1,0,2,6,0,0,0,1
22,21,5,1,2,0,1,4,1,1,0,2,2,2,1,0,1,1,40,40,11000,0
31,19,1,2,2,0,1,4,2,1,0,2,2,2,1,2,0,6,0,0,0,1
33,16,5,1,2,0,1,4,1,1,0,2,2,2,2,2,1,1,40,16,29000,1
26,21,5,2,2,0,1,4,2,1,0,2,2,2,1,0,1,1,30,25,11600,0
21,19,5,2,2,0,1,4,1,1,0,2,2,2,2,0,1,1,25,15,15600,0
28,20,1,1,1,0,1,2,2,1,0,2,2,1,1,0,1,1,50,0,52100,1
29,19,1,2,2,0,1,4,2,1,1,2,2,2,1,0,1,1,40,30,40000,1
27,16,5,1,2,0,1,4,1,1,3,2,2,2,1,0,1,1,40,20,9000,1
27,17,3,1,2,0,1,4,1,1,3,2,2,2,1,0,1,6,40,0,3000,1
25,16,5,2,2,0,1,4,1,1,11,2,2,2,1,0,1,1,30,30,5000,0
25,16,1,1,2,0,1,4,1,1,15,2,2,2,1,0,1,3,40,0,21700,0
24,21,5,1,2,0,1,4,2,1,2,2,2,2,1,0,1,1,28,30,6000,1
27,20,5,1,2,0,4,4,4,2,2,2,2,2,1,0,1,1,35,20,13000,1
24,18,5,1,2,0,1,4,2,1,0,2,2,2,1,0,1,1,45,20,24000,1
21,16,5,2,2,0,1,4,2,1,15,2,2,2,1,0,1,1,35,15,17000,1
23,23,5,1,1,0,1,4,4,1,0,2,2,1,1,0,9,3,0,0,0,0
23,20,5,2,2,0,1,4,4,1,5,2,2,2,1,0,2,1,12,45,4000,1
34,16,1,2,2,0,4,4,1,2,0,2,2,2,1,2,0,6,0,0,0,1
24,16,1,1,2,0,1,4,1,1,1,2,2,2,1,0,1,1,40,60,25000,1
34,22,1,1,2,0,1,4,2,1,2,2,2,2,1,2,0,6,0,0,0,1
29,19,1,2,2,0,1,4,4,1,9,2,2,2,1,0,1,6,0,0,0,1
26,16,3,2,2,0,5,4,1,2,0,2,2,2,1,0,2,1,40,15,15600,0
33,16,3,1,2,0,4,4,1,2,13,2,2,2,1,2,1,1,40,15,20800,0
32,16,5,1,2,0,1,3,1,1,0,2,2,2,1,2,1,1,40,60,40000,1
25,21,5,1,2,0,1,4,2,1,2,2,2,2,1,0,1,1,40,30,20000,1
24,19,5,2,2,0,3,4,1,1,0,2,2,2,2,0,1,1,30,20,20000,1
25,16,5,1,2,0,1,4,2,1,2,2,2,2,1,0,1,1,38,45,18800,1
31,22,1,1,2,0,1,4,2,1,0,2,2,2,1,2,1,1,45,0,52000,0
34,21,1,2,2,0,1,4,2,1,1,2,2,2,1,2,1,1,50,45,65000,1
27,21,5,2,2,0,1,4,2,1,0,2,2,2,1,0,1,1,42,10,42500,1
21,19,5,2,2,0,1,4,2,1,5,2,2,2,1,0,1,1,30,35,12000,0
33,20,1,1,2,0,1,3,1,1,0,2,2,2,1,2,3,1,40,30,28000,1
33,21,1,2,2,0,1,4,1,1,1,2,2,2,1,2,1,1,30,20,4000,1
22,19,5,2,2,0,1,4,2,1,0,2,2,2,1,0,4,1,25,90,8500,0
25,19,5,1,2,0,1,4,1,1,13,2,2,2,1,0,1,1,28,20,7200,0
20,14,5,1,2,0,5,4,1,2,2,2,2,2,1,0,1,1,40,30,2500,1
25,11,1,1,2,0,5,4,1,2,9,2,2,2,1,0,1,1,40,30,29100,1
21,20,5,2,2,0,1,4,2,1,2,2,2,2,2,0,0,6,0,0,9000,0
33,18,1,2,2,0,1,4,2,1,0,2,2,2,9,2,7,1,30,20,80000,1
34,19,1,1,2,0,1,4,2,1,1,2,2,2,1,2,7,1,40,0,100000,1
30,19,5,1,2,0,1,4,4,1,0,2,2,2,1,2,1,1,32,15,20000,1
28,17,5,1,2,0,1,4,4,1,5,2,2,2,1,0,1,1,32,5,18000,1
24,21,5,2,2,0,1,4,2,1,0,2,2,2,1,0,1,1,30,4,3700,1
26,21,5,1,2,0,1,4,1,1,13,2,2,2,1,0,1,1,60,150,60000,1
33,20,5,1,2,0,1,1,1,1,0,2,2,2,2,2,5,4,40,20,88000,0
24,20,5,1,2,0,1,4,1,1,2,2,2,2,2,0,1,1,40,40,27000,1
20,16,5,2,2,0,1,4,4,1,0,2,2,2,1,0,1,1,28,35,13000,0
29,15,5,1,2,0,1,4,4,1,2,2,2,2,1,0,1,1,40,30,2000,1
29,20,5,1,2,0,4,4,1,2,2,2,2,2,6,0,1,1,60,30,27000,1
27,18,5,1,1,0,4,4,2,2,2,2,2,1,2,0,1,3,40,0,20000,1
25,17,5,1,2,0,1,4,2,1,2,2,2,2,2,0,1,1,40,30,13000,1
21,15,5,1,1,0,1,4,2,1,7,1,2,1,2,0,1,6,25,0,900,1
23,21,5,1,2,0,1,4,2,1,2,2,2,2,1,0,1,1,40,20,70000,0
19,16,5,1,2,0,1,4,2,1,4,2,2,2,9,0,1,1,20,40,12000,1
34,16,1,1,2,0,4,4,1,2,1,2,2,2,1,2,1,1,75,25,50000,1
24,17,5,2,2,0,1,4,1,1,0,2,2,2,1,0,1,1,35,15,20000,1
32,16,4,1,2,0,1,4,1,1,2,2,2,2,1,2,1,1,40,15,42500,1
31,21,1,1,2,0,1,4,1,1,0,2,2,2,2,2,1,1,40,45,45000,1
29,21,1,2,2,0,5,4,1,2,1,2,2,2,8,0,1,1,25,30,27000,1
21,12,5,2,2,0,1,4,4,1,2,2,2,2,9,0,0,6,0,0,7000,0
31,21,5,2,2,0,1,4,1,1,0,2,2,2,2,2,2,1,40,15,29000,1
26,13,5,2,2,0,1,4,1,1,2,2,2,2,2,0,0,6,0,0,0,1
28,2,5,2,2,0,1,4,4,1,0,2,2,2,2,0,0,6,0,0,10000,1
28,22,5,1,2,0,1,4,4,1,15,2,2,2,2,0,1,1,45,20,50000,0
20,19,5,2,2,0,1,4,2,1,2,2,2,2,1,0,1,1,40,15,27000,0
19,13,5,1,2,0,1,4,4,1,2,2,2,2,1,0,0,6,0,0,0,1
19,16,5,1,2,0,1,4,1,1,2,2,2,2,1,0,9,3,0,0,0,1
19,19,5,2,2,0,1,4,2,1,2,2,2,2,1,0,2,6,20,0,6000,1
23,20,5,1,2,0,1,4,1,1,0,2,2,2,2,0,1,1,45,20,16000,1
34,22,1,1,2,0,4,4,1,2,0,2,2,2,2,2,1,1,40,75,56500,1
24,20,5,2,2,0,1,4,1,1,0,2,2,2,1,0,1,1,50,12,45000,1
24,20,5,2,2,0,1,2,1,1,12,2,2,2,1,0,1,1,20,45,22000,1
24,17,5,1,2,0,1,4,1,1,13,2,2,2,1,0,1,1,36,10,28000,1
24,18,5,2,2,0,1,4,2,1,7,2,2,2,1,0,1,6,0,0,0,1
28,16,5,2,2,0,1,4,1,1,2,2,2,2,2,0,0,6,0,0,10200,1
27,16,5,2,2,0,1,4,1,1,2,2,2,2,2,0,1,1,40,15,12000,1
20,19,5,1,2,0,3,4,4,1,2,2,2,2,2,0,1,1,30,30,10000,1
19,19,5,1,2,0,1,4,4,1,2,2,2,2,1,0,0,6,0,0,30,1
27,20,1,1,2,0,1,4,4,1,0,2,2,2,1,0,1,1,36,20,19000,1
25,20,1,2,2,0,1,4,4,1,1,2,2,2,1,0,1,1,55,15,19000,0
30,19,5,2,2,0,1,4,4,1,2,2,2,2,1,2,6,1,20,15,4800,1
32,20,1,2,2,0,1,4,4,1,0,2,2,2,1,2,1,1,17,45,13000,1
23,21,5,2,2,0,1,4,2,1,0,2,2,2,1,0,2,1,30,15,10200,0
23,21,5,2,2,0,1,4,1,1,12,2,2,2,9,0,1,1,40,15,20500,0
31,20,3,1,2,0,1,4,2,1,2,2,2,2,1,2,1,1,40,20,8000,1
33,16,5,1,1,0,1,4,1,1,2,1,2,1,1,2,0,6,0,0,7900,1
29,16,1,1,2,0,1,4,1,1,0,2,2,2,8,0,6,1,40,30,12000,0
23,16,1,2,2,0,1,4,1,1,1,2,2,2,1,0,1,3,0,0,0,0
24,21,3,1,2,0,1,4,1,1,0,2,2,2,1,0,4,6,0,0,0,1
28,21,1,1,2,0,4,4,1,2,0,2,2,2,2,0,0,6,0,0,0,1
27,22,1,2,2,0,4,4,1,2,1,2,2,2,2,0,1,1,60,15,52000,1
23,20,5,1,2,0,1,4,1,1,2,2,2,2,1,0,1,6,10,0,1000,1
30,21,5,1,2,0,1,4,2,1,2,2,2,2,1,2,1,1,40,30,40000,1
28,22,1,2,2,0,1,4,2,1,0,2,2,2,1,0,3,1,40,30,43000,1
34,21,1,1,2,0,1,4,2,1,1,2,2,2,1,2,1,1,35,40,35000,1
31,20,5,2,2,0,1,3,1,1,0,2,2,2,3,2,1,1,40,20,33000,1
28,19,5,1,2,0,1,2,4,1,0,2,2,2,1,0,1,1,25,50,1680,0
29,20,5,1,2,0,1,4,4,1,12,2,2,2,1,0,1,1,50,30,24000,1
29,19,5,1,2,0,1,3,4,1,12,2,2,2,1,0,1,1,40,15,10900,0
33,21,3,2,2,0,4,4,1,2,2,2,2,2,2,2,1,1,40,30,20800,0
19,19,5,1,2,0,1,4,2,1,4,2,2,2,8,0,1,6,18,0,5000,1
34,1,5,2,2,0,1,4,4,1,0,2,2,2,2,2,1,1,40,20,20000,1
24,20,5,1,2,0,5,3,2,2,4,2,2,2,2,0,1,6,0,0,10000,1
23,16,5,2,2,0,5,4,4,2,5,2,2,2,2,0,3,1,40,150,25000,1
21,18,5,1,2,0,1,4,4,1,2,2,2,2,2,0,1,1,40,30,26900,0
19,16,5,1,2,0,1,4,4,1,2,2,2,2,2,0,1,6,0,0,0,1
29,16,5,2,2,0,1,4,1,1,2,2,2,2,8,0,1,1,40,60,30000,1
26,20,5,1,2,0,1,4,1,1,0,2,2,2,1,0,1,1,40,45,30000,1
28,20,5,1,2,0,1,4,1,1,2,2,2,2,1,0,1,1,30,50,12000,1
26,21,5,2,2,0,1,4,4,1,0,2,2,2,1,0,1,1,40,30,50000,1
28,21,1,1,2,0,1,4,1,1,0,2,2,2,1,0,1,1,40,30,70000,1
26,21,1,2,2,0,1,4,1,1,1,2,2,2,1,0,2,1,40,40,40000,1
33,21,1,2,1,0,1,4,2,1,1,2,2,1,1,2,3,1,40,25,55000,1
20,16,5,2,2,0,5,4,1,2,0,2,2,2,8,0,1,1,40,15,24000,0
22,16,5,2,2,0,5,4,1,2,5,2,2,2,8,0,1,2,35,0,24500,0
25,1,5,2,2,0,1,4,4,1,0,2,2,2,1,0,1,1,40,15,21800,0
25,13,5,1,2,0,1,4,4,1,13,2,2,2,1,0,1,3,40,0,5000,1
29,16,1,2,2,0,1,4,2,1,0,2,2,2,1,0,5,1,42,60,32000,1
32,1,1,1,2,0,1,4,1,1,1,2,2,2,1,2,7,1,70,20,20000,1
30,19,1,2,2,0,1,4,2,1,0,2,2,2,1,2,1,1,40,15,230000,1
32,16,1,1,2,0,1,4,2,1,1,2,2,2,1,2,1,1,40,20,23000,1
22,16,5,1,2,0,1,4,1,1,2,2,2,2,2,0,1,1,25,35,8900,1
34,14,5,2,2,0,1,4,1,1,0,2,2,2,2,2,2,1,33,20,10000,1
27,21,1,2,2,0,1,4,2,1,0,2,2,2,1,0,1,1,40,60,85000,0
31,21,1,1,2,0,1,4,2,1,1,2,2,2,1,2,6,1,70,45,20000,0
22,20,5,1,2,0,1,4,1,1,2,2,2,2,1,0,1,1,30,35,4500,1
19,19,5,2,2,0,1,4,1,1,2,2,2,2,1,0,1,1,40,35,10000,1
27,20,1,2,2,0,5,4,1,2,0,2,2,2,2,0,1,6,0,0,0,1
27,20,1,1,2,0,5,4,1,2,1,2,2,2,2,0,1,1,40,35,45000,1
23,16,5,1,2,0,1,4,1,1,2,2,2,2,1,0,1,1,40,8,24000,1
29,21,1,1,2,0,1,4,4,1,0,2,2,2,1,0,3,1,40,0,39800,1
30,21,1,2,2,0,1,4,4,1,1,2,2,2,1,2,2,1,40,0,28000,1
26,19,5,2,2,0,2,4,1,1,2,2,2,2,1,0,1,3,12,0,1000,1
30,9,4,2,2,0,5,4,1,2,0,2,2,2,8,2,1,1,40,30,16000,1
26,7,5,1,2,0,5,4,1,2,5,2,2,2,8,0,1,1,40,40,20000,1
19,10,5,1,2,0,5,4,1,2,5,2,2,2,8,0,1,1,40,40,18000,1
30,5,5,1,2,0,5,4,1,2,0,2,2,2,8,2,1,1,40,30,37500,1
32,1,5,1,2,0,5,4,1,2,5,2,2,2,8,2,1,1,40,30,35000,1
34,9,5,1,2,0,5,4,1,2,12,2,2,2,8,2,6,1,40,30,35000,1
26,21,5,2,2,0,1,4,2,1,0,2,2,2,1,0,1,1,60,15,35000,0
32,20,1,2,2,0,1,4,3,1,0,2,2,2,1,2,1,1,30,20,15000,1
25,19,1,1,2,0,5,4,1,2,1,2,2,2,1,0,1,1,35,20,6400,1
33,16,3,1,1,0,1,2,2,1,0,2,2,1,1,2,5,6,0,0,25000,0
31,18,1,2,2,0,5,4,2,2,1,2,2,2,1,2,1,1,40,45,50000,1
24,16,5,1,2,0,1,4,2,1,2,2,2,2,1,0,1,6,16,0,2700,1
22,17,5,1,2,0,1,4,1,1,2,2,2,2,2,0,1,1,40,18,23000,1
21,16,5,2,2,0,1,4,1,1,2,2,2,2,2,0,1,1,20,18,4700,1
19,16,5,2,2,0,1,4,1,1,2,2,2,2,2,0,0,6,0,0,0,1
27,22,1,1,1,0,5,4,4,2,0,2,2,1,6,0,1,1,40,30,95000,0
26,23,1,2,2,0,5,4,1,2,1,2,2,2,6,0,1,1,20,20,20000,0
19,16,5,2,2,0,1,4,4,1,2,2,2,2,2,0,0,6,0,0,0,1
20,15,5,1,2,0,1,4,2,1,2,2,2,2,1,0,2,1,40,15,20000,1
33,21,1,2,2,0,5,4,1,2,1,2,2,2,1,2,1,1,40,30,70000,1
21,19,5,1,2,0,1,4,2,1,2,2,2,2,2,0,1,1,32,30,4800,1
24,21,5,2,2,0,4,4,1,2,0,2,2,2,1,0,1,1,26,25,12000,1
29,19,5,2,2,0,1,4,2,1,0,2,2,2,1,0,1,1,40,25,35000,0
29,19,5,2,2,0,1,4,4,1,0,2,2,2,1,0,1,1,30,80,16000,0
19,19,5,2,2,0,1,4,1,1,2,2,2,2,8,0,1,1,12,30,600,1
22,17,5,1,2,0,1,4,2,1,2,2,2,2,9,0,1,1,30,25,5200,1
34,16,1,2,2,0,1,4,4,1,0,2,2,2,1,2,0,6,0,0,0,1
30,21,1,2,2,0,1,4,1,1,1,2,2,2,1,2,1,2,40,0,48000,1
28,17,5,1,2,0,1,4,1,1,13,2,2,2,2,0,1,1,25,30,8000,0
33,22,5,2,2,0,1,4,2,1,2,2,2,2,1,2,1,1,40,35,45500,1
21,19,5,2,2,0,1,4,3,1,2,2,2,2,1,0,1,1,30,10,10000,1
25,1,4,1,2,0,5,4,1,2,0,2,2,2,1,0,1,1,54,90,13200,0
21,21,5,2,2,0,1,4,2,1,0,2,2,2,1,0,1,1,50,12,41000,0
30,20,5,1,2,0,5,4,3,2,0,2,2,2,8,2,1,1,30,16,20000,0
28,22,5,2,2,0,1,4,1,1,0,2,2,2,1,0,1,1,36,20,36000,1
24,20,5,1,2,0,1,4,1,1,0,2,2,2,1,0,1,1,45,15,20000,0
25,19,5,1,2,0,1,4,2,1,0,2,2,2,1,0,1,1,56,20,56000,0
23,21,5,1,2,0,1,4,4,1,12,2,2,2,1,0,1,1,30,15,8000,1
24,19,5,1,2,0,5,4,2,2,0,2,2,2,1,0,1,1,42,15,45000,1
19,19,5,2,1,0,1,4,4,1,12,1,2,2,1,0,1,1,40,10,13500,0
34,20,5,2,2,0,1,2,1,1,0,2,2,2,1,2,1,1,35,10,68000,1
26,22,5,1,2,0,1,4,1,1,2,2,2,2,1,0,2,3,40,0,12000,0
23,21,5,1,2,0,1,4,4,1,2,2,2,2,1,0,1,1,18,60,8000,1
29,19,1,1,2,0,2,4,3,1,0,2,2,2,1,0,7,1,40,12,65000,1
29,21,1,2,2,0,2,4,4,1,1,2,2,2,1,0,1,1,40,12,25000,1
34,20,5,1,2,0,5,4,1,2,2,2,2,2,2,2,1,1,20,30,19000,1
31,19,5,2,2,0,5,4,1,2,2,2,2,2,2,2,1,1,40,10,25000,1
29,21,5,2,2,0,5,4,1,2,2,2,2,2,2,0,1,1,40,20,40000,1
27,21,5,1,2,0,5,4,1,2,2,2,2,2,2,0,1,1,40,20,56000,1
23,19,5,1,2,0,5,4,1,2,2,2,2,2,2,0,1,1,40,30,20000,1
32,21,1,1,2,0,4,4,1,2,0,2,2,2,1,2,1,1,40,30,131200,0
32,21,1,2,2,0,4,4,1,2,1,2,2,2,1,2,1,1,40,60,85000,1
33,13,5,1,2,0,5,4,1,2,2,2,2,2,1,2,1,1,25,10,12000,1
31,20,1,2,2,0,1,4,1,1,0,2,2,2,1,2,6,1,25,8,119000,1
31,21,1,1,2,0,1,4,1,1,1,2,2,2,1,2,1,1,40,30,36400,1
34,17,1,2,2,0,1,4,1,1,1,2,2,2,1,2,1,1,40,25,25000,1
26,16,1,1,2,0,1,4,1,1,0,2,2,2,1,0,1,1,40,15,54000,1
26,16,1,2,2,0,1,4,1,1,1,2,2,2,1,0,1,1,40,15,35700,1
20,16,5,2,2,0,1,4,1,1,2,2,2,2,1,0,1,1,25,15,3300,1
31,18,5,1,2,0,2,4,4,1,0,2,2,2,1,2,1,1,40,30,31000,1
31,17,5,2,2,0,5,4,1,2,0,2,2,2,1,2,1,1,40,20,18000,1
24,21,5,1,2,0,1,4,2,1,0,2,2,2,1,0,1,1,40,45,70000,1
23,21,5,2,2,0,1,4,1,1,13,2,2,2,8,0,1,1,55,40,35000,1
28,12,3,1,2,0,1,2,4,1,0,2,2,2,1,0,1,1,48,14,33000,1
23,18,5,2,2,0,1,4,2,1,13,2,2,2,1,0,1,1,40,30,11000,0
19,18,5,2,2,0,1,4,1,1,4,2,2,2,1,0,1,1,35,30,7000,1
26,21,5,1,2,0,1,4,1,1,2,2,2,2,1,0,1,1,25,50,15500,1
33,21,5,1,2,0,1,4,2,1,2,2,2,2,1,2,1,1,40,45,36000,1
28,16,1,1,2,0,1,4,2,1,2,2,2,2,1,0,1,1,38,15,43000,1
26,20,1,2,2,0,5,4,1,2,9,2,2,2,8,0,1,1,20,15,200,1
19,16,5,1,2,0,4,4,4,2,2,2,2,2,1,0,1,6,20,0,1600,1
30,21,5,2,2,0,1,4,1,1,0,2,2,2,1,2,1,1,50,25,50000,1
33,21,5,2,2,0,1,4,1,1,0,2,2,2,2,2,1,1,50,80,60500,1
22,20,5,2,2,0,1,4,4,1,0,2,2,2,2,0,1,1,40,30,35000,0
33,17,3,1,2,0,1,4,1,1,2,2,2,2,1,2,1,6,0,0,24000,1
20,19,5,1,2,0,1,4,2,1,2,2,2,2,1,0,1,1,25,20,15000,1
28,17,1,2,2,0,1,4,1,1,0,2,2,2,2,0,1,1,35,30,8000,0
34,16,1,1,2,0,1,4,1,1,1,2,2,2,2,2,1,1,35,20,10000,0
20,19,5,1,2,0,1,4,2,1,2,2,2,2,1,0,0,6,0,0,0,1
34,18,5,2,2,0,1,4,4,1,0,2,2,2,1,2,1,1,40,60,38400,0
28,16,5,1,2,0,1,4,4,1,13,2,2,2,2,0,1,1,70,30,40300,1
32,19,1,2,2,0,5,4,1,2,0,2,2,2,1,2,1,1,40,20,6000,1
28,21,5,1,2,0,1,4,4,1,0,2,2,2,1,0,2,1,40,15,35000,0
22,21,5,1,2,0,1,4,4,1,13,2,2,2,6,0,1,1,40,32,40000,0
28,15,1,2,2,0,5,4,1,2,1,2,2,2,1,0,0,6,0,0,0,1
28,18,5,1,2,0,3,1,2,1,0,2,2,2,1,0,5,4,84,10,41600,1
22,20,5,2,2,0,1,4,2,1,13,2,2,2,1,0,1,1,15,0,6500,1
32,18,5,2,2,0,2,4,1,1,0,2,2,2,1,2,1,1,20,20,2400,1
29,21,1,1,2,0,1,1,2,1,0,2,2,2,1,0,5,4,50,45,80000,1
27,21,1,2,2,0,1,4,2,1,1,2,2,2,1,0,4,6,0,0,0,1
19,18,5,2,2,0,1,4,1,1,2,2,2,2,2,0,1,1,40,5,31000,1
26,19,5,2,2,0,4,4,2,2,2,2,2,2,2,0,1,1,40,30,42800,1
27,21,5,2,2,0,1,4,2,1,0,2,2,2,9,0,3,1,45,30,53000,0
27,21,5,2,2,0,1,4,4,1,5,2,2,2,9,0,1,1,41,30,33000,0
25,19,5,1,1,0,1,4,2,1,2,2,2,1,1,0,1,1,40,15,35000,1
24,20,5,2,2,0,1,4,1,1,2,2,2,2,1,0,1,6,32,0,19000,1
20,20,5,2,2,0,1,4,2,1,0,2,2,2,1,0,1,1,40,17,24000,0
25,21,5,2,2,0,1,4,2,1,2,2,2,2,1,0,1,1,40,0,30000,1
33,19,1,2,2,0,1,4,4,1,0,2,2,2,1,2,1,1,40,20,20000,1
26,19,4,1,2,0,1,4,2,1,0,2,2,2,1,0,1,1,45,30,45000,1
29,18,5,2,2,0,1,4,1,1,13,2,2,2,1,0,1,6,14,0,3500,1
34,21,3,2,1,0,1,4,3,1,0,2,1,2,8,2,0,6,0,0,-2300,1
32,16,1,2,2,0,1,4,1,1,0,2,2,2,1,2,1,1,32,10,20000,1
23,19,5,1,2,0,1,4,1,1,0,2,2,2,1,0,0,6,0,0,0,0
26,19,1,1,2,0,1,4,2,1,1,2,2,2,1,0,1,1,40,30,32000,0
30,18,5,1,1,0,1,4,1,1,12,1,2,2,1,2,1,1,26,25,18400,0
22,18,5,1,2,0,1,2,1,1,12,2,2,2,1,0,1,1,40,30,19000,0
26,19,4,1,2,0,5,4,1,2,10,2,2,2,1,0,1,1,40,15,44200,0
22,16,5,2,2,0,4,4,1,2,7,2,2,2,1,0,1,1,25,5,2000,1
28,20,5,1,2,0,4,4,1,2,10,2,2,2,1,0,1,1,70,30,1000,1
22,19,5,2,2,0,1,4,1,1,2,2,2,2,2,0,0,6,0,0,0,1
19,16,5,2,2,0,1,4,1,1,2,2,2,2,2,0,1,1,40,50,23400,1
26,16,1,1,2,0,4,4,4,2,2,2,2,2,1,0,1,1,40,30,14500,1
25,9,5,1,2,0,1,2,1,1,0,2,2,2,8,0,1,6,0,0,0,1
20,14,5,1,2,0,1,4,1,1,5,2,2,2,8,0,1,1,60,5,25000,1
24,19,1,1,2,0,1,4,1,1,0,2,2,2,1,0,1,1,36,15,15000,1
22,18,1,2,2,0,1,4,1,1,1,2,2,2,1,0,1,1,40,30,29000,1
30,20,5,1,2,0,1,2,1,1,0,2,2,2,1,2,1,6,0,0,29800,0
19,19,5,2,2,0,1,4,1,1,2,2,2,2,1,0,1,1,30,25,5000,1
23,20,5,1,2,0,1,4,2,1,0,2,2,2,1,0,3,1,45,10,32000,0
34,21,5,2,2,0,1,4,2,1,0,2,2,2,1,2,4,1,40,15,37900,1
26,21,5,2,2,0,1,4,2,1,2,2,2,2,1,0,1,1,40,5,12500,0
29,16,1,1,2,0,3,4,2,1,9,2,2,2,9,0,1,1,35,60,32000,1
22,16,5,2,2,0,1,4,1,1,2,2,2,2,1,0,1,1,37,15,15800,1
28,16,5,1,2,0,1,4,1,1,2,2,2,2,2,0,1,1,30,10,15600,1
26,20,5,1,2,0,1,4,2,1,0,2,2,2,1,0,4,1,40,55,34000,1
22,16,5,2,2,0,2,4,2,1,0,2,2,2,8,0,1,1,40,15,27000,0
21,16,5,2,2,0,2,4,4,1,15,2,2,2,8,0,0,6,0,0,0,1
19,16,5,2,2,0,1,4,2,1,15,2,2,2,1,0,1,1,20,5,9300,0
19,16,5,2,2,0,1,4,4,1,15,2,2,2,1,0,1,1,20,5,6000,0
33,16,5,1,2,0,1,4,2,1,2,2,2,2,1,2,6,1,30,20,9900,1
28,19,5,1,1,0,1,4,1,1,0,2,2,1,1,0,0,6,0,0,15000,1
20,19,5,2,2,0,1,4,4,1,2,2,2,2,1,0,1,1,28,10,16000,1
28,14,1,1,2,0,1,4,1,1,7,2,2,2,1,0,1,1,40,35,12000,1
25,14,1,2,2,0,1,4,1,1,9,2,2,2,1,0,0,6,0,0,0,1
19,19,5,1,2,0,1,4,1,1,2,2,2,2,1,0,0,6,0,0,0,1
33,16,5,1,2,0,4,4,1,2,2,2,2,2,1,2,1,1,40,20,25000,1
19,14,5,1,2,0,1,4,1,1,2,2,2,2,1,0,1,6,40,0,12000,1
26,21,5,2,2,0,1,4,2,1,2,2,2,2,1,0,1,1,40,6,41000,1
33,19,3,2,2,0,4,4,1,2,0,2,2,2,8,2,1,1,40,10,17000,1
34,19,5,1,2,0,1,4,1,1,13,2,2,2,1,2,1,1,40,25,15000,1
31,18,1,2,2,0,1,4,1,1,0,2,2,2,1,2,1,1,40,20,30000,0
30,18,1,1,2,0,1,4,1,1,1,2,2,2,1,2,1,1,40,24,28000,0
29,16,5,2,2,0,1,4,1,1,0,2,2,2,2,0,1,6,0,0,0,1
28,16,5,2,2,0,1,4,1,1,10,2,2,2,2,0,1,1,40,25,15000,1
25,21,5,2,2,0,5,4,3,2,0,2,2,2,9,0,1,1,50,20,30000,1
26,21,5,2,2,0,1,4,2,1,0,2,2,2,1,0,1,1,30,30,13600,0
26,20,5,1,2,0,1,4,2,1,12,2,2,2,6,0,1,1,65,30,29000,0
25,21,5,1,1,0,1,4,2,1,12,1,2,2,1,0,1,1,52,40,18000,0
25,21,5,2,2,0,1,4,2,1,12,2,2,2,1,0,1,1,40,25,18000,0
34,14,3,2,1,0,1,4,1,1,0,2,2,1,8,2,1,1,40,5,33300,1
26,19,5,2,2,0,1,4,1,1,0,2,2,2,1,0,1,1,40,5,70000,1
27,19,5,1,2,0,1,4,2,1,13,2,2,2,1,0,3,1,72,8,41000,1
21,19,5,1,2,0,1,4,2,1,0,2,2,2,1,0,1,3,25,0,5000,0
22,19,5,1,2,0,1,4,2,1,12,2,2,2,1,0,1,1,18,15,3000,1
22,20,5,1,2,0,1,4,2,1,12,2,2,2,1,0,1,6,1,0,200,0
